scale,model,analysis_subset,item_id,item_name,method,N,item_MAE,item_NAE,delta_item_MAE_vs_C03,delta_item_MAE_CI_low,delta_item_MAE_CI_high,delta_item_MAE_p,mean_signed_error,exact_agreement,delta_item_MAE_q
PHQ-8,DeepSeek-V4-Pro,primary142,7,注意力困难,Mean,1420,0.6126760563380281,0.20422535211267603,-0.04225352112676056,-0.09859154929577464,0.014084507042253521,0.2091790820917908,-0.5,0.5633802816901409,0.4183581641835816
PHQ-8,DeepSeek-V4-Pro,primary142,7,注意力困难,Median,1420,0.6267605633802817,0.20892018779342725,-0.028169014084507043,-0.09154929577464789,0.02112676056338028,0.511948805119488,-0.5140845070422535,0.5633802816901409,0.6746753896038967
PHQ-8,DeepSeek-V4-Pro,primary142,7,注意力困难,Ridge,1420,0.7816901408450704,0.2605633802816901,0.1267605633802817,-0.024683098591549293,0.2823943661971831,0.11878812118788121,0.323943661971831,0.28732394366197184,0.19006099390060993
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,B,1420,0.3415492957746479,0.11384976525821595,0.010563380281690142,0.0007042253521126765,0.025352112676056335,0.0628937106289371,-0.302112676056338,0.7584507042253521,0.16771656167716562
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,C03,1420,0.33098591549295775,0.11032863849765258,0.0,0.0,0.0,1.0,-0.3028169014084507,0.7676056338028169,
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,ElasticNet,1420,0.3359154929577465,0.1119718309859155,0.004929577464788732,-0.01619718309859155,0.026073943661971737,0.7315268473152685,-0.3147887323943662,0.7661971830985915,0.7315268473152685
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,Mean,1420,0.34507042253521125,0.11502347417840375,0.014084507042253521,-0.02112676056338028,0.04929577464788732,0.6859314068593141,-0.2887323943661972,0.7535211267605634,0.783921607839216
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,Median,1420,0.3380281690140845,0.11267605633802817,0.007042253521126761,-0.02112676056338028,0.04225352112676056,1.0,-0.30985915492957744,0.7605633802816901,1.0
PHQ-8,DeepSeek-V4-Pro,primary142,8,动作或语速改变,Ridge,1420,0.3323943661971831,0.1107981220657277,0.0014084507042253502,-0.021126760563380285,0.025352112676056335,1.0,-0.30422535211267604,0.7669014084507042,1.0
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,B,1420,0.5105633802816901,0.17018779342723003,0.024647887323943664,0.0014084507042253552,0.050704225352112685,0.050094990500949906,-0.2443661971830986,0.5683098591549296,0.06679332066793321
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,C03,1420,0.4859154929577465,0.1619718309859155,0.0,0.0,0.0,1.0,-0.24647887323943662,0.5845070422535211,
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,ElasticNet,1420,0.4704225352112676,0.1568075117370892,-0.015492957746478861,-0.09156690140845071,0.0619718309859155,0.7045295470452955,-0.1,0.5964788732394366,0.8051766251946234
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,Mean,1420,0.49295774647887325,0.1643192488262911,0.007042253521126761,-0.063556338028169,0.08450704225352113,1.0,-0.08450704225352113,0.6056338028169014,1.0
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,Median,1420,0.5352112676056338,0.1784037558685446,0.04929577464788732,-0.028169014084507043,0.12693661971830889,0.29827017298270175,-0.09859154929577464,0.5704225352112676,0.5274672532746726
PHQ-8,GLM-5.2,primary142,1,兴趣或愉悦感降低,Ridge,1420,0.47112676056338026,0.15704225352112675,-0.014788732394366195,-0.09154929577464789,0.05704225352112676,0.7125287471252875,-0.11619718309859155,0.6014084507042253,0.9500383295003832
PHQ-8,GLM-5.2,primary142,2,情绪低落、抑郁或无望,B,1420,0.5521126760563381,0.18403755868544602,0.02394366197183099,-0.0028169014084507035,0.05142605633802808,0.09909009099090091,0.08028169014084507,0.5077464788732394,0.11324581827531532
PHQ-8,GLM-5.2,primary142,2,情绪低落、抑郁或无望,C03,1420,0.528169014084507,0.176056338028169,0.0,0.0,0.0,1.0,0.04929577464788732,0.5352112676056338,
PHQ-8,GLM-5.2,primary142,2,情绪低落、抑郁或无望,ElasticNet,1420,0.476056338028169,0.15868544600938966,-0.05211267605633803,-0.13521126760563382,0.03309859154929577,0.22517748225177484,-0.1,0.5816901408450704,0.8051766251946234
PHQ-8,GLM-5.2,primary142,2,情绪低落、抑郁或无望,Mean,1420,0.5774647887323944,0.19248826291079812,0.04929577464788732,-0.035211267605633804,0.13380281690140844,0.33966603339666035,0.28169014084507044,0.4859154929577465,0.8074392560743926
PHQ-8,GLM-5.2,primary142,2,情绪低落、抑郁或无望,Median,1420,0.6197183098591549,0.20657276995305163,0.09154929577464789,0.014084507042253521,0.176056338028169,0.0397960203979602,0.22535211267605634,0.47183098591549294,0.1591840815918408
