analysis_subset,c03_total_MAE,cancellation_ratio,cancellation_ratio_median,complete_subject_coverage,complete_subject_n,coverage,coverage_IQR,coverage_median,delta_total_MAE_IQR,delta_total_MAE_median,delta_total_MAE_vs_C03,fold,fold_improved_vs_C03,folds_improved_n,folds_total_n,item_MAE,item_NAE,item_NAE_IQR,item_NAE_median,level,method,model,proportion_folds_improved,repeat,scale,subject_n,total_MAE,total_MAE_IQR,total_MAE_max,total_MAE_median,total_MAE_min,total_RMSE 
primary142,4.285714285714286,0.2722067614924758,,1.0,28,1.0,,,,,-1.0,2.0,1.0,,,0.625,0.20833333333333331,,,outer_fold,Mean,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.2857142857142856,,,,,4.7207747548166585
primary142,4.285714285714286,0.2924912389198103,,1.0,28,1.0,,,,,-0.8214285714285712,2.0,1.0,,,0.65625,0.21875,,,outer_fold,Median,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.4642857142857144,,,,,5.032040199703156
primary142,4.285714285714286,0.3109126984126984,,1.0,28,1.0,,,,,-0.9285714285714284,2.0,1.0,,,0.625,0.20833333333333331,,,outer_fold,Ridge,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.357142857142857,,,,,4.088310863215481
primary142,4.392857142857143,0.1409580498866213,,1.0,28,1.0,,,,,-0.535714285714286,3.0,1.0,,,0.5982142857142857,0.1994047619047619,,,outer_fold,B,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.857142857142857,,,,,5.0142653642240695
primary142,4.392857142857143,0.09464285714285714,,1.0,28,1.0,,,,,0.0,3.0,,,,0.6205357142857143,0.20684523809523808,,,outer_fold,C03,DeepSeek-V4-Pro,,7.0,PHQ-8,28,4.392857142857143,,,,,6.026726190182242
primary142,4.392857142857143,0.2857142857142857,,1.0,28,1.0,,,,,-0.8214285714285716,3.0,1.0,,,0.625,0.20833333333333331,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.5714285714285716,,,,,4.535573676110727
primary142,4.392857142857143,0.1895408163265306,,1.0,28,1.0,,,,,-0.9642857142857149,3.0,1.0,,,0.5535714285714286,0.18452380952380953,,,outer_fold,Mean,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.4285714285714284,,,,,4.464142854857069
primary142,4.392857142857143,0.18319160997732423,,1.0,28,1.0,,,,,-0.8571428571428577,3.0,1.0,,,0.5848214285714286,0.1949404761904762,,,outer_fold,Median,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.5357142857142856,,,,,4.602018190812747
primary142,4.392857142857143,0.2857142857142857,,1.0,28,1.0,,,,,-0.6785714285714288,3.0,1.0,,,0.6428571428571429,0.21428571428571427,,,outer_fold,Ridge,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.7142857142857144,,,,,4.713203338949606
primary142,4.571428571428571,0.20862708719851578,,1.0,28,1.0,,,,,-0.2857142857142856,4.0,1.0,,,0.6875,0.22916666666666666,,,outer_fold,B,DeepSeek-V4-Pro,,7.0,PHQ-8,28,4.285714285714286,,,,,5.437961803049794
primary142,4.571428571428571,0.13996598639455782,,1.0,28,1.0,,,,,0.0,4.0,,,,0.6696428571428571,0.22321428571428573,,,outer_fold,C03,DeepSeek-V4-Pro,,7.0,PHQ-8,28,4.571428571428571,,,,,5.922113522335465
primary142,4.571428571428571,0.28052721088435373,,1.0,28,1.0,,,,,-0.714285714285714,4.0,1.0,,,0.6607142857142857,0.22023809523809526,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.857142857142857,,,,,4.5197977198732495
primary142,4.571428571428571,0.25498430141287287,,1.0,28,1.0,,,,,-0.10714285714285676,4.0,1.0,,,0.7366071428571429,0.24553571428571422,,,outer_fold,Mean,DeepSeek-V4-Pro,,7.0,PHQ-8,28,4.464285714285714,,,,,5.5901699437494745
primary142,4.571428571428571,0.2455738705738706,,1.0,28,1.0,,,,,-0.03571428571428559,4.0,1.0,,,0.7276785714285714,0.24255952380952378,,,outer_fold,Median,DeepSeek-V4-Pro,,7.0,PHQ-8,28,4.535714285714286,,,,,5.7476703355111
primary142,4.571428571428571,0.2840986394557823,,1.0,28,1.0,,,,,-0.6071428571428568,4.0,1.0,,,0.6741071428571429,0.22470238095238096,,,outer_fold,Ridge,DeepSeek-V4-Pro,,7.0,PHQ-8,28,3.9642857142857144,,,,,4.6866070578069285
primary142,4.793103448275862,0.12996715927750407,,1.0,29,1.0,,,,,-0.3793103448275863,0.0,1.0,,,0.646551724137931,0.21551724137931033,,,outer_fold,B,DeepSeek-V4-Pro,,8.0,PHQ-8,29,4.413793103448276,,,,,5.872202195147035
primary142,4.793103448275862,0.11839080459770114,,1.0,29,1.0,,,,,0.0,0.0,,,,0.6767241379310345,0.22557471264367815,,,outer_fold,C03,DeepSeek-V4-Pro,,8.0,PHQ-8,29,4.793103448275862,,,,,6.32182863113034
primary142,4.793103448275862,0.263327859879584,,1.0,29,1.0,,,,,-0.9655172413793105,0.0,1.0,,,0.6422413793103449,0.21408045977011494,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.8275862068965516,,,,,4.730677577771242
primary142,4.793103448275862,0.134072249589491,,1.0,29,1.0,,,,,-0.4137931034482758,0.0,1.0,,,0.6422413793103449,0.21408045977011497,,,outer_fold,Mean,DeepSeek-V4-Pro,,8.0,PHQ-8,29,4.379310344827586,,,,,5.5677643628300215
primary142,4.793103448275862,0.13672687465790914,,1.0,29,1.0,,,,,-0.2758620689655169,0.0,1.0,,,0.6681034482758621,0.22270114942528735,,,outer_fold,Median,DeepSeek-V4-Pro,,8.0,PHQ-8,29,4.517241379310345,,,,,5.738556829269761
primary142,4.793103448275862,0.2748221127531472,,1.0,29,1.0,,,,,-1.0689655172413794,0.0,1.0,,,0.6293103448275862,0.20977011494252873,,,outer_fold,Ridge,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.7241379310344827,,,,,4.54858826147342
primary142,4.103448275862069,0.22876548738617705,,1.0,29,1.0,,,,,-0.5862068965517246,1.0,1.0,,,0.5948275862068966,0.19827586206896552,,,outer_fold,B,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.5172413793103448,,,,,4.849457843853305
primary142,4.103448275862069,0.1277504105090312,,1.0,29,1.0,,,,,0.0,1.0,,,,0.5818965517241379,0.1939655172413793,,,outer_fold,C03,DeepSeek-V4-Pro,,8.0,PHQ-8,29,4.103448275862069,,,,,5.524241249195255
primary142,4.103448275862069,0.3298850574712644,,1.0,29,1.0,,,,,-0.41379310344827624,1.0,1.0,,,0.6422413793103449,0.2140804597701149,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.689655172413793,,,,,4.845901218626898
primary142,4.103448275862069,0.26012588943623427,,1.0,29,1.0,,,,,-0.7931034482758625,1.0,1.0,,,0.5862068965517241,0.1954022988505747,,,outer_fold,Mean,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.310344827586207,,,,,4.510524092187835
primary142,4.103448275862069,0.29513111409663134,,1.0,29,1.0,,,,,-0.931034482758621,1.0,1.0,,,0.5689655172413793,0.1896551724137931,,,outer_fold,Median,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.1724137931034484,,,,,4.563725036293987
primary142,4.103448275862069,0.3218390804597701,,1.0,29,1.0,,,,,-0.5172413793103452,1.0,1.0,,,0.6293103448275862,0.20977011494252873,,,outer_fold,Ridge,DeepSeek-V4-Pro,,8.0,PHQ-8,29,3.586206896551724,,,,,4.705096283231913
primary142,3.857142857142857,0.27448979591836736,,1.0,28,1.0,,,,,-0.7857142857142856,2.0,1.0,,,0.625,0.20833333333333331,,,outer_fold,B,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.0714285714285716,,,,,4.131758532565592
primary142,3.857142857142857,0.12437899402185117,,1.0,28,1.0,,,,,0.0,2.0,,,,0.5982142857142857,0.19940476190476186,,,outer_fold,C03,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.857142857142857,,,,,5.161671932897048
primary142,3.857142857142857,0.3163265306122449,,1.0,28,1.0,,,,,-0.3214285714285716,2.0,1.0,,,0.65625,0.21874999999999997,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.5357142857142856,,,,,4.246847570341357
primary142,3.857142857142857,0.275907029478458,,1.0,28,1.0,,,,,-0.7857142857142856,2.0,1.0,,,0.6071428571428571,0.20238095238095236,,,outer_fold,Mean,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.0714285714285716,,,,,3.8913824205360674
primary142,3.857142857142857,0.29027777777777775,,1.0,28,1.0,,,,,-0.7857142857142856,2.0,1.0,,,0.6428571428571429,0.21428571428571425,,,outer_fold,Median,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.0714285714285716,,,,,3.909694909544003
primary142,3.857142857142857,0.313265306122449,,1.0,28,1.0,,,,,-0.4285714285714288,2.0,1.0,,,0.6339285714285714,0.21130952380952378,,,outer_fold,Ridge,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.4285714285714284,,,,,3.973123995763823
primary142,4.25,0.22627551020408163,,1.0,28,1.0,,,,,-0.5,3.0,1.0,,,0.6383928571428571,0.21279761904761907,,,outer_fold,B,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.75,,,,,5.199587895758113
primary142,4.25,0.14204545454545456,,1.0,28,1.0,,,,,0.0,3.0,,,,0.6473214285714286,0.21577380952380953,,,outer_fold,C03,DeepSeek-V4-Pro,,8.0,PHQ-8,28,4.25,,,,,5.8888514524117035
primary142,4.25,0.3085034013605442,,1.0,28,1.0,,,,,-0.75,3.0,1.0,,,0.5892857142857143,0.19642857142857142,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.5,,,,,4.28452364413395
primary142,4.25,0.23093692022263454,,1.0,28,1.0,,,,,-0.8571428571428572,3.0,1.0,,,0.6116071428571429,0.20386904761904762,,,outer_fold,Mean,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.392857142857143,,,,,4.784648068861193
primary142,4.25,0.18715986394557824,,1.0,28,1.0,,,,,-0.5714285714285716,3.0,1.0,,,0.6205357142857143,0.2068452380952381,,,outer_fold,Median,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.6785714285714284,,,,,5.095516236289089
primary142,4.25,0.26119614512471656,,1.0,28,1.0,,,,,-0.5357142857142856,3.0,1.0,,,0.6071428571428571,0.20238095238095236,,,outer_fold,Ridge,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.7142857142857144,,,,,4.511889056386788
primary142,3.892857142857143,0.3158163265306122,,1.0,28,1.0,,,,,0.1071428571428572,4.0,0.0,,,0.6964285714285714,0.23214285714285715,,,outer_fold,B,DeepSeek-V4-Pro,,8.0,PHQ-8,28,4.0,,,,,5.41162769282166
primary142,3.892857142857143,0.2934807256235828,,1.0,28,1.0,,,,,0.0,4.0,,,,0.6741071428571429,0.22470238095238093,,,outer_fold,C03,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.892857142857143,,,,,5.261042808091513
primary142,3.892857142857143,0.3161873840445269,,1.0,28,1.0,,,,,-0.5714285714285712,4.0,1.0,,,0.59375,0.19791666666666669,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.3214285714285716,,,,,3.9955332202705702
primary142,3.892857142857143,0.34874847374847373,,1.0,28,1.0,,,,,-0.2857142857142856,4.0,1.0,,,0.6919642857142857,0.23065476190476192,,,outer_fold,Mean,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.607142857142857,,,,,4.640658820223082
primary142,3.892857142857143,0.32224878296306864,,1.0,28,1.0,,,,,0.03571428571428559,4.0,0.0,,,0.7321428571428571,0.24404761904761907,,,outer_fold,Median,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.9285714285714284,,,,,5.0142653642240695
primary142,3.892857142857143,0.3087301587301587,,1.0,28,1.0,,,,,-0.5357142857142856,4.0,1.0,,,0.5982142857142857,0.19940476190476192,,,outer_fold,Ridge,DeepSeek-V4-Pro,,8.0,PHQ-8,28,3.357142857142857,,,,,4.088310863215481
primary142,4.655172413793103,0.1110395351774662,,1.0,29,1.0,,,,,-0.2068965517241379,0.0,1.0,,,0.6508620689655172,0.21695402298850572,,,outer_fold,B,DeepSeek-V4-Pro,,9.0,PHQ-8,29,4.448275862068965,,,,,5.690282097122039
primary142,4.655172413793103,0.049999999999999996,,1.0,29,1.0,,,,,0.0,0.0,,,,0.6336206896551724,0.21120689655172412,,,outer_fold,C03,DeepSeek-V4-Pro,,9.0,PHQ-8,29,4.655172413793103,,,,,5.833908017668833
primary142,4.655172413793103,0.356568144499179,,1.0,29,1.0,,,,,-1.1379310344827585,0.0,1.0,,,0.6637931034482759,0.22126436781609193,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.5172413793103448,,,,,4.339076653724447
primary142,4.655172413793103,0.21694033935413246,,1.0,29,1.0,,,,,-0.8620689655172411,0.0,1.0,,,0.6293103448275862,0.20977011494252873,,,outer_fold,Mean,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.793103448275862,,,,,4.75612128263908
primary142,4.655172413793103,0.20309498930188588,,1.0,29,1.0,,,,,-0.7241379310344827,0.0,1.0,,,0.6379310344827587,0.21264367816091953,,,outer_fold,Median,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.9310344827586206,,,,,4.96192398724249
primary142,4.655172413793103,0.3772577996715928,,1.0,29,1.0,,,,,-1.068965517241379,0.0,1.0,,,0.6810344827586207,0.22701149425287354,,,outer_fold,Ridge,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.586206896551724,,,,,4.525788176736695
primary142,4.379310344827586,0.18303478131064338,,1.0,29,1.0,,,,,-0.4137931034482758,1.0,1.0,,,0.625,0.20833333333333334,,,outer_fold,B,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.9655172413793105,,,,,5.3466070452719565
primary142,4.379310344827586,0.18495049012290393,,1.0,29,1.0,,,,,0.0,1.0,,,,0.6681034482758621,0.22270114942528735,,,outer_fold,C03,DeepSeek-V4-Pro,,9.0,PHQ-8,29,4.379310344827586,,,,,5.985614939744834
primary142,4.379310344827586,0.283032293377121,,1.0,29,1.0,,,,,-0.7931034482758621,1.0,1.0,,,0.6206896551724138,0.2068965517241379,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.586206896551724,,,,,4.448944082394817
primary142,4.379310344827586,0.1882552313586796,,1.0,29,1.0,,,,,-0.5862068965517242,1.0,1.0,,,0.6120689655172413,0.20402298850574713,,,outer_fold,Mean,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.793103448275862,,,,,5.119267188936727
primary142,4.379310344827586,0.20410087996294896,,1.0,29,1.0,,,,,-0.44827586206896575,1.0,1.0,,,0.646551724137931,0.21551724137931033,,,outer_fold,Median,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.9310344827586206,,,,,5.323986061796828
primary142,4.379310344827586,0.2564860426929393,,1.0,29,1.0,,,,,-0.6896551724137931,1.0,1.0,,,0.6163793103448276,0.20545977011494249,,,outer_fold,Ridge,DeepSeek-V4-Pro,,9.0,PHQ-8,29,3.689655172413793,,,,,4.514344951909146
primary142,3.857142857142857,0.33367862296433726,,1.0,28,1.0,,,,,-0.75,2.0,1.0,,,0.6383928571428571,0.21279761904761904,,,outer_fold,B,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.107142857142857,,,,,4.110092108804515
primary142,3.857142857142857,0.16037414965986393,,1.0,28,1.0,,,,,0.0,2.0,,,,0.5803571428571429,0.19345238095238093,,,outer_fold,C03,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.857142857142857,,,,,5.077963596336064
primary142,3.857142857142857,0.34790249433106574,,1.0,28,1.0,,,,,-0.7857142857142856,2.0,1.0,,,0.5625,0.1875,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.0714285714285716,,,,,3.8452196667699345
primary142,3.857142857142857,0.3232993197278911,,1.0,28,1.0,,,,,-0.7142857142857144,2.0,1.0,,,0.625,0.2083333333333333,,,outer_fold,Mean,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.142857142857143,,,,,3.9370039370059056
primary142,3.857142857142857,0.29501391465677174,,1.0,28,1.0,,,,,-0.4285714285714288,2.0,1.0,,,0.6339285714285714,0.21130952380952375,,,outer_fold,Median,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.4285714285714284,,,,,4.480114794447635
primary142,3.857142857142857,0.3698412698412698,,1.0,28,1.0,,,,,-0.8928571428571428,2.0,1.0,,,0.5580357142857143,0.18601190476190474,,,outer_fold,Ridge,DeepSeek-V4-Pro,,9.0,PHQ-8,28,2.9642857142857144,,,,,3.7654443865992
primary142,4.035714285714286,0.2438311688311688,,1.0,28,1.0,,,,,-0.3928571428571428,3.0,1.0,,,0.6339285714285714,0.21130952380952378,,,outer_fold,B,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.642857142857143,,,,,5.056820005836531
primary142,4.035714285714286,0.22141053391053392,,1.0,28,1.0,,,,,0.0,3.0,,,,0.65625,0.21875,,,outer_fold,C03,DeepSeek-V4-Pro,,9.0,PHQ-8,28,4.035714285714286,,,,,5.6663165157924995
primary142,4.035714285714286,0.3096938775510204,,1.0,28,1.0,,,,,-0.4285714285714284,3.0,1.0,,,0.65625,0.21875000000000003,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.607142857142857,,,,,4.321871287830241
primary142,4.035714285714286,0.2347351061636776,,1.0,28,1.0,,,,,-0.46428571428571397,3.0,1.0,,,0.6339285714285714,0.2113095238095238,,,outer_fold,Mean,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.5714285714285716,,,,,4.621378891320518
primary142,4.035714285714286,0.22123015873015875,,1.0,28,1.0,,,,,-0.4285714285714284,3.0,1.0,,,0.6473214285714286,0.21577380952380953,,,outer_fold,Median,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.607142857142857,,,,,4.648348401006841
primary142,4.035714285714286,0.3096938775510204,,1.0,28,1.0,,,,,-0.3928571428571428,3.0,1.0,,,0.6607142857142857,0.22023809523809526,,,outer_fold,Ridge,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.642857142857143,,,,,4.375255094603872
primary142,3.9642857142857144,0.3051020408163265,,1.0,28,1.0,,,,,-0.4642857142857144,4.0,1.0,,,0.6517857142857143,0.2172619047619048,,,outer_fold,B,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.5,,,,,5.18927465341462
primary142,3.9642857142857144,0.18971088435374148,,1.0,28,1.0,,,,,0.0,4.0,,,,0.6383928571428571,0.21279761904761904,,,outer_fold,C03,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.9642857142857144,,,,,5.634713834792322
primary142,3.9642857142857144,0.3072278911564626,,1.0,28,1.0,,,,,-0.2142857142857144,4.0,1.0,,,0.6473214285714286,0.2157738095238095,,,outer_fold,ElasticNet,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.75,,,,,4.716990566028302
primary142,3.9642857142857144,0.28616780045351475,,1.0,28,1.0,,,,,-0.5,4.0,1.0,,,0.6383928571428571,0.21279761904761907,,,outer_fold,Mean,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.4642857142857144,,,,,5.032040199703156
primary142,3.9642857142857144,0.30898526077097505,,1.0,28,1.0,,,,,-0.5,4.0,1.0,,,0.6651785714285714,0.2217261904761905,,,outer_fold,Median,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.4642857142857144,,,,,5.05328747309257
primary142,3.9642857142857144,0.2441326530612245,,1.0,28,1.0,,,,,-0.07142857142857162,4.0,1.0,,,0.6383928571428571,0.21279761904761904,,,outer_fold,Ridge,DeepSeek-V4-Pro,,9.0,PHQ-8,28,3.892857142857143,,,,,4.762202371652367
primary142,3.4827586206896552,0.255749614370304,,1.0,29,1.0,,,,,-0.06896551724137945,0.0,1.0,,,0.5991379310344828,0.19971264367816094,,,outer_fold,B,GLM-5.2,,0.0,PHQ-8,29,3.413793103448276,,,,,4.781429594328169
primary142,3.4827586206896552,0.24589739762153556,,1.0,29,1.0,,,,,0.0,0.0,,,,0.5991379310344828,0.19971264367816094,,,outer_fold,C03,GLM-5.2,,0.0,PHQ-8,29,3.4827586206896552,,,,,4.810190332459076
primary142,3.4827586206896552,0.2998631636562671,,1.0,29,1.0,,,,,-0.10344827586206895,0.0,1.0,,,0.5775862068965517,0.1925287356321839,,,outer_fold,ElasticNet,GLM-5.2,,0.0,PHQ-8,29,3.3793103448275863,,,,,4.370749166431548
primary142,3.4827586206896552,0.35506543265163953,,1.0,29,1.0,,,,,-0.5862068965517242,0.0,1.0,,,0.5775862068965517,0.19252873563218392,,,outer_fold,Mean,GLM-5.2,,0.0,PHQ-8,29,2.896551724137931,,,,,4.323153382938639
primary142,3.4827586206896552,0.33221376324824603,,1.0,29,1.0,,,,,-0.5862068965517242,0.0,1.0,,,0.5689655172413793,0.18965517241379312,,,outer_fold,Median,GLM-5.2,,0.0,PHQ-8,29,2.896551724137931,,,,,4.258864993690544
primary142,3.4827586206896552,0.27572523262178433,,1.0,29,1.0,,,,,-0.1379310344827589,0.0,1.0,,,0.5732758620689655,0.1910919540229885,,,outer_fold,Ridge,GLM-5.2,,0.0,PHQ-8,29,3.3448275862068964,,,,,4.406108612307268
primary142,3.0344827586206895,0.3640294571329054,,1.0,29,1.0,,,,,0.0,1.0,0.0,,,0.646551724137931,0.2155172413793103,,,outer_fold,B,GLM-5.2,,0.0,PHQ-8,29,3.0344827586206895,,,,,3.9653673135076
primary142,3.0344827586206895,0.3242001293725431,,1.0,29,1.0,,,,,0.0,1.0,,,,0.6120689655172413,0.2040229885057471,,,outer_fold,C03,GLM-5.2,,0.0,PHQ-8,29,3.0344827586206895,,,,,4.042873679229528
primary142,3.0344827586206895,0.3396825396825397,,1.0,29,1.0,,,,,0.1379310344827589,1.0,0.0,,,0.6120689655172413,0.20402298850574707,,,outer_fold,ElasticNet,GLM-5.2,,0.0,PHQ-8,29,3.1724137931034484,,,,,3.8237010415528583
primary142,3.0344827586206895,0.440682688958551,,1.0,29,1.0,,,,,-0.068965517241379,1.0,1.0,,,0.6810344827586207,0.22701149425287354,,,outer_fold,Mean,GLM-5.2,,0.0,PHQ-8,29,2.9655172413793105,,,,,4.017204380471917
primary142,3.0344827586206895,0.4492760113449768,,1.0,29,1.0,,,,,0.034482758620689946,1.0,0.0,,,0.6939655172413793,0.2313218390804597,,,outer_fold,Median,GLM-5.2,,0.0,PHQ-8,29,3.0689655172413794,,,,,4.197700519948084
primary142,3.0344827586206895,0.31702244116037215,,1.0,29,1.0,,,,,0.1724137931034484,1.0,0.0,,,0.6077586206896551,0.20258620689655168,,,outer_fold,Ridge,GLM-5.2,,0.0,PHQ-8,29,3.206896551724138,,,,,3.8101497843667964
primary142,3.142857142857143,0.3662724180581323,,1.0,28,1.0,,,,,0.03571428571428559,2.0,0.0,,,0.6116071428571429,0.20386904761904762,,,outer_fold,B,GLM-5.2,,0.0,PHQ-8,28,3.1785714285714284,,,,,4.539509098695899
primary142,3.142857142857143,0.3282622139764997,,1.0,28,1.0,,,,,0.0,2.0,,,,0.5803571428571429,0.19345238095238093,,,outer_fold,C03,GLM-5.2,,0.0,PHQ-8,28,3.142857142857143,,,,,4.527692569068709
primary142,3.142857142857143,0.2875,,1.0,28,1.0,,,,,-0.4642857142857144,2.0,1.0,,,0.48660714285714285,0.16220238095238093,,,outer_fold,ElasticNet,GLM-5.2,,0.0,PHQ-8,28,2.6785714285714284,,,,,3.9142596453772165
primary142,3.142857142857143,0.3897701504844361,,1.0,28,1.0,,,,,-0.1428571428571428,2.0,1.0,,,0.6517857142857143,0.21726190476190474,,,outer_fold,Mean,GLM-5.2,,0.0,PHQ-8,28,3.0,,,,,4.3094580368566735
primary142,3.142857142857143,0.39109977324263034,,1.0,28,1.0,,,,,0.03571428571428559,2.0,0.0,,,0.6741071428571429,0.22470238095238093,,,outer_fold,Median,GLM-5.2,,0.0,PHQ-8,28,3.1785714285714284,,,,,4.6942213716136445
primary142,3.142857142857143,0.30178571428571427,,1.0,28,1.0,,,,,-0.3928571428571428,2.0,1.0,,,0.5044642857142857,0.1681547619047619,,,outer_fold,Ridge,GLM-5.2,,0.0,PHQ-8,28,2.75,,,,,3.950587659721381
primary142,3.3214285714285716,0.3107142857142858,,1.0,28,1.0,,,,,-0.17857142857142883,3.0,1.0,,,0.5982142857142857,0.1994047619047619,,,outer_fold,B,GLM-5.2,,0.0,PHQ-8,28,3.142857142857143,,,,,4.464142854857069
primary142,3.3214285714285716,0.2145408163265306,,1.0,28,1.0,,,,,0.0,3.0,,,,0.5491071428571429,0.18303571428571425,,,outer_fold,C03,GLM-5.2,,0.0,PHQ-8,28,3.3214285714285716,,,,,4.617513245398282
primary142,3.3214285714285716,0.21615646258503401,,1.0,28,1.0,,,,,0.4285714285714284,3.0,0.0,,,0.5848214285714286,0.19494047619047614,,,outer_fold,ElasticNet,GLM-5.2,,0.0,PHQ-8,28,3.75,,,,,4.602018190812747
primary142,3.3214285714285716,0.30436507936507934,,1.0,28,1.0,,,,,-0.2142857142857144,3.0,1.0,,,0.6205357142857143,0.20684523809523808,,,outer_fold,Mean,GLM-5.2,,0.0,PHQ-8,28,3.107142857142857,,,,,4.362993729735844
primary142,3.3214285714285716,0.2740929705215419,,1.0,28,1.0,,,,,0.07142857142857117,3.0,0.0,,,0.65625,0.21874999999999997,,,outer_fold,Median,GLM-5.2,,0.0,PHQ-8,28,3.392857142857143,,,,,4.594251065967429
primary142,3.3214285714285716,0.23401360544217686,,1.0,28,1.0,,,,,0.2857142857142856,3.0,0.0,,,0.5758928571428571,0.19196428571428567,,,outer_fold,Ridge,GLM-5.2,,0.0,PHQ-8,28,3.607142857142857,,,,,4.55521678957215
primary142,3.4285714285714284,0.2444264069264069,,1.0,28,1.0,,,,,0.07142857142857162,4.0,0.0,,,0.625,0.20833333333333331,,,outer_fold,B,GLM-5.2,,0.0,PHQ-8,28,3.5,,,,,4.6827952580239325
primary142,3.4285714285714284,0.21428571428571427,,1.0,28,1.0,,,,,0.0,4.0,,,,0.5892857142857143,0.19642857142857142,,,outer_fold,C03,GLM-5.2,,0.0,PHQ-8,28,3.4285714285714284,,,,,4.605896841472431
primary142,3.4285714285714284,0.3051020408163265,,1.0,28,1.0,,,,,-0.2857142857142856,4.0,1.0,,,0.6160714285714286,0.20535714285714285,,,outer_fold,ElasticNet,GLM-5.2,,0.0,PHQ-8,28,3.142857142857143,,,,,4.200340122282616
primary142,3.4285714285714284,0.2609410430839002,,1.0,28,1.0,,,,,-0.25,4.0,1.0,,,0.6205357142857143,0.2068452380952381,,,outer_fold,Mean,GLM-5.2,,0.0,PHQ-8,28,3.1785714285714284,,,,,4.127434346626762
primary142,3.4285714285714284,0.2361394557823129,,1.0,28,1.0,,,,,-0.10714285714285676,4.0,1.0,,,0.6116071428571429,0.20386904761904762,,,outer_fold,Median,GLM-5.2,,0.0,PHQ-8,28,3.3214285714285716,,,,,4.187566630599958
primary142,3.4285714285714284,0.29128014842300554,,1.0,28,1.0,,,,,-0.3214285714285712,4.0,1.0,,,0.6026785714285714,0.20089285714285715,,,outer_fold,Ridge,GLM-5.2,,0.0,PHQ-8,28,3.107142857142857,,,,,4.066412950711509
primary142,3.310344827586207,0.37342638204707174,,1.0,29,1.0,,,,,-0.10344827586206895,0.0,1.0,,,0.6508620689655172,0.21695402298850572,,,outer_fold,B,GLM-5.2,,1.0,PHQ-8,29,3.206896551724138,,,,,4.421733159964657
