量表,队列,队列性质,模型,思考模式,条件编号,刺激条件,输入范围,规整状态,清洗状态,总记录数,可评估条目主分析记录数,可评估条目主分析纳入率,完整条目集比例,总分一致记录数（审计）,总分一致率（仅审计）,平均AI报告总分MAE,中位数AI报告总分MAE,平均条目NAE,中位数条目NAE,平均条目MAE,中位数条目MAE,平均条目绝对误差和,中位数条目绝对误差和,平均条目和总分绝对误差,中位数条目和总分绝对误差,平均误差抵消量,中位数误差抵消量,平均误差抵消率,中位数误差抵消率,平均报告总分-逐条和绝对差,中位数报告总分-逐条和绝对差,平均条目有符号误差和,C03基线均值_平均条目NAE,C03基线均值_总分MAE（AI报告总分绝对误差）,C03基线均值_误差抵消率,FDR校正q值_平均条目NAE,FDR校正q值_总分MAE（AI报告总分绝对误差）,FDR校正q值_误差抵消率,共同完整被试数N_平均条目NAE,共同完整被试数N_总分MAE（AI报告总分绝对误差）,共同完整被试数N_误差抵消率,差值95%CI上限_平均条目NAE,差值95%CI上限_总分MAE（AI报告总分绝对误差）,差值95%CI上限_误差抵消率,差值95%CI下限_平均条目NAE,差值95%CI下限_总分MAE（AI报告总分绝对误差）,差值95%CI下限_误差抵消率,目标条件均值_平均条目NAE,目标条件均值_总分MAE（AI报告总分绝对误差）,目标条件均值_误差抵消率,相对C03差值_目标减基线_平均条目NAE,相对C03差值_目标减基线_总分MAE（AI报告总分绝对误差）,相对C03差值_目标减基线_误差抵消率,配对置换P值_平均条目NAE,配对置换P值_总分MAE（AI报告总分绝对误差）,配对置换P值_误差抵消率,平均校正题总相关rho,校正题总相关可估计条目数,相对C03平均校正rho变化,校正rho变化条目数,校正rho变化正向条目数,校正rho变化FDR显著增强条目数,校正rho变化FDR显著减弱条目数,相对C03校正题总相关变化,相对C03总分MAE变化,相对C03平均条目NAE变化,相对C03误差抵消率变化,总分MAE配对q值,平均条目NAE配对q值,误差抵消率配对q值,相对C03总分MAE变化95%CI下限,相对C03总分MAE变化95%CI上限,相对C03平均条目NAE变化95%CI下限,相对C03平均条目NAE变化95%CI上限,相对C03误差抵消率变化95%CI下限,相对C03误差抵消率变化95%CI上限,一致性类型,结果方向说明
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,24,24,1.0,0.7083333333333334,15,0.625,2.4583333333333335,1.5,0.1510033700980392,0.17417279411764708,0.45174632352941185,0.4852941176470588,7.541666666666667,8.0,2.4583333333333335,1.5,5.083333333333333,4.0,0.6719241406741406,0.6666666666666666,0.2916666666666667,0.0,0.125,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,0.7701982342162252,0.5660169915042479,24,24,24,0.01734834558823529,0.4166666666666667,0.24946367290117288,-0.01103036917892157,-1.7916666666666667,-0.04535721801346802,0.1510033700980392,2.4583333333333335,0.6719241406741406,0.0032935049019607826,-0.7083333333333334,0.10434056684056682,0.672663668165917,0.2638680659670165,0.19290354822588707,0.38899369908602777,17,-0.040957223243057964,17.0,5.0,0.0,1.0,-0.040957223243057964,-0.7083333333333334,0.0032935049019607826,0.10434056684056682,0.7701982342162252,0.7651174412793603,0.5660169915042479,-1.7916666666666667,0.4166666666666667,-0.01103036917892157,0.01734834558823529,-0.04535721801346802,0.24946367290117288,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,24,24,1.0,0.7916666666666666,17,0.7083333333333334,2.875,2.5,0.15762867647058823,0.16176470588235295,0.4736519607843137,0.5147058823529411,7.916666666666667,8.5,2.9166666666666665,2.5,5.0,4.0,0.6002677877677878,0.6666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,0.7701982342162252,0.6636681659170415,24,24,24,0.02876646752450977,0.6666666666666666,0.1719229497354497,-0.01087622549019608,-1.1677083333333333,-0.10476587070337069,0.15762867647058823,2.875,0.6002677877677878,0.009918811274509802,-0.2916666666666667,0.032684213934213925,0.3243378310844578,0.5862068965517241,0.6636681659170415,0.35649899380693806,17,-0.06162515902241209,17.0,5.0,1.0,1.0,-0.06162515902241209,-0.2916666666666667,0.009918811274509802,0.032684213934213925,0.7701982342162252,0.7651174412793603,0.6636681659170415,-1.1677083333333333,0.6666666666666666,-0.01087622549019608,0.02876646752450977,-0.10476587070337069,0.1719229497354497,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,11,C11：事件序列｜不规整｜逐条评分｜不清洗,事件序列,不规整,不清洗,24,24,1.0,0.8333333333333334,20,0.8333333333333334,2.5,2.0,0.13886335784313725,0.1135110294117647,0.4307598039215686,0.36397058823529416,7.208333333333333,6.0,2.5416666666666665,2.0,4.666666666666667,4.0,0.5966473341473342,0.7083333333333333,0.08333333333333333,0.0,-1.125,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,0.7701982342162252,0.6636681659170415,24,24,24,0.006511374080882349,0.125,0.15884910228660226,-0.026348039215686275,-1.375,-0.0897633385133385,0.13886335784313725,2.5,0.5966473341473342,-0.008846507352941175,-0.6666666666666666,0.029063760313760328,0.30684657671164417,0.12543728135932034,0.6391804097951025,0.4059945778526366,17,-0.011942138256869916,17.0,5.0,0.0,0.0,-0.011942138256869916,-0.6666666666666666,-0.008846507352941175,0.029063760313760328,0.7701982342162252,0.7651174412793603,0.6636681659170415,-1.375,0.125,-0.026348039215686275,0.006511374080882349,-0.0897633385133385,0.15884910228660226,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,12,C12：事件序列｜不规整｜逐条评分｜清洗,事件序列,不规整,清洗,24,24,1.0,0.7916666666666666,18,0.75,3.4166666666666665,3.0,0.15142463235294115,0.1323529411764706,0.458639705882353,0.42463235294117646,7.666666666666667,7.0,3.5,3.0,4.166666666666667,4.0,0.4976079476079476,0.6666666666666666,0.125,0.0,-1.5,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,0.7701982342162252,0.5660169915042479,24,24,24,0.020723230698529386,1.1666666666666667,0.04769094331594322,-0.012792968750000001,-0.5833333333333334,-0.18453542984792984,0.15142463235294115,3.4166666666666665,0.4976079476079476,0.0037147671568627427,0.25,-0.06997562622562621,0.6821589205397302,0.6586706646676662,0.2688655672163918,0.4247077486979821,17,0.0038096837546926815,17.0,7.0,0.0,0.0,0.0038096837546926815,0.25,0.0037147671568627427,-0.06997562622562621,0.7701982342162252,0.7651174412793603,0.5660169915042479,-0.5833333333333334,1.1666666666666667,-0.012792968750000001,0.020723230698529386,-0.18453542984792984,0.04769094331594322,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,15,C15：事件序列｜规整｜逐条评分｜不清洗,事件序列,规整,不清洗,24,24,1.0,0.9166666666666666,19,0.7916666666666666,3.4583333333333335,3.0,0.14433976715686272,0.15441176470588236,0.45680147058823534,0.5294117647058824,7.708333333333333,9.0,3.375,3.0,4.333333333333333,4.0,0.4876239501239501,0.5357142857142857,0.25,0.0,0.5416666666666666,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,0.7701982342162252,0.4932533733133433,24,24,24,0.01490215226715684,1.0833333333333333,0.006928095053095031,-0.02148628982843137,-0.4166666666666667,-0.16596033017908018,0.14433976715686272,3.4583333333333335,0.4876239501239501,-0.003370098039215686,0.2916666666666667,-0.07995962370962371,0.7186406796601699,0.5617191404297851,0.0704647676161919,0.3810431702153354,17,-0.03998334552284608,17.0,6.0,0.0,3.0,-0.03998334552284608,0.2916666666666667,-0.003370098039215686,-0.07995962370962371,0.7701982342162252,0.7651174412793603,0.4932533733133433,-0.4166666666666667,1.0833333333333333,-0.02148628982843137,0.01490215226715684,-0.16596033017908018,0.006928095053095031,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,GLM-5.2,思考,16,C16：事件序列｜规整｜逐条评分｜清洗,事件序列,规整,清洗,24,24,1.0,0.9166666666666666,19,0.7916666666666666,3.125,2.0,0.14388020833333334,0.14705882352941177,0.4424019607843137,0.47058823529411764,7.458333333333333,8.0,3.125,2.0,4.333333333333333,4.0,0.5206286768786769,0.6666666666666666,0.3333333333333333,0.0,0.7916666666666666,0.14770986519607843,3.1666666666666665,0.5675835738335738,0.7651174412793603,1.0,0.5660169915042479,24,24,24,0.015663296568627447,1.0833333333333333,0.05693858225108224,-0.020834290747549018,-1.1666666666666667,-0.14323112073112074,0.14388020833333334,3.125,0.5206286768786769,-0.003829656862745098,-0.041666666666666664,-0.04695489695489696,0.6861569215392304,1.0,0.3953023488255872,0.3688238578176834,17,-0.05327282652033045,17.0,4.0,0.0,2.0,-0.05327282652033045,-0.041666666666666664,-0.003829656862745098,-0.04695489695489696,1.0,0.7651174412793603,0.5660169915042479,-1.1666666666666667,1.0833333333333333,-0.020834290747549018,0.015663296568627447,-0.14323112073112074,0.05693858225108224,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,3,C03：全文｜不规整｜逐条评分｜不清洗,全文,不规整,不清洗,24,24,1.0,0.5833333333333334,6,0.25,3.2083333333333335,2.5,0.1671645220588235,0.1484375,0.49662990196078427,0.4852941176470588,8.208333333333334,8.0,2.7083333333333335,2.0,5.5,6.0,0.5969856532356532,0.6666666666666666,0.875,1.0,0.375,0.1671645220588235,3.2083333333333335,0.5969856532356532,,,,24,24,24,,,,,,,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.0,0.0,0.0,,,,0.5046060685835516,17,,,,,,,0.0,0.0,0.0,,,,,,,,,,C03_题总相关基线,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,24,24,1.0,0.5,4,0.16666666666666666,3.375,2.0,0.18229166666666666,0.16681985294117646,0.5337009803921569,0.5147058823529411,8.791666666666666,8.5,2.9583333333333335,2.0,5.833333333333333,6.0,0.6174486461251166,0.6666666666666666,0.7916666666666666,1.0,1.625,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.32603698150924537,0.8855572213893054,0.800599700149925,24,24,24,0.040021829044117635,1.75,0.1568131868131868,-0.006319891237745099,-1.2083333333333333,-0.1111116909370586,0.18229166666666666,3.375,0.6174486461251166,0.015127144607843134,0.16666666666666666,0.02046299288946347,0.23288355822088955,0.8855572213893054,0.7851074462768616,0.4791316940536839,17,-0.022904983232847228,17.0,7.0,0.0,1.0,-0.022904983232847228,0.16666666666666666,0.015127144607843134,0.02046299288946347,0.8855572213893054,0.32603698150924537,0.800599700149925,-1.2083333333333333,1.75,-0.006319891237745099,0.040021829044117635,-0.1111116909370586,0.1568131868131868,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,24,24,1.0,0.375,5,0.20833333333333334,6.416666666666667,3.0,0.23969822303921565,0.234375,0.7057291666666666,0.65625,11.541666666666666,10.5,6.541666666666667,4.0,5.0,5.0,0.49649956524956523,0.6,1.0833333333333333,1.0,5.291666666666667,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.019823421622522073,0.04780942861902382,0.3334999167083125,24,24,24,0.12984930300245087,5.958333333333333,0.02936230436230434,0.02343367034313725,0.875,-0.24004318019943022,0.23969822303921565,6.416666666666667,0.49649956524956523,0.07253370098039215,3.2083333333333335,-0.10048608798608799,0.00849575212393803,0.02048975512243878,0.14292853573213393,0.24965631567411753,17,-0.24066626031966507,17.0,2.0,1.0,1.0,-0.24066626031966507,3.2083333333333335,0.07253370098039215,-0.10048608798608799,0.04780942861902382,0.019823421622522073,0.3334999167083125,0.875,5.958333333333333,0.02343367034313725,0.12984930300245087,-0.24004318019943022,0.02936230436230434,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,24,24,1.0,0.4166666666666667,5,0.20833333333333334,7.5,5.0,0.2629825367647059,0.25,0.7859987745098039,0.6966911764705883,12.833333333333334,11.5,7.583333333333333,5.5,5.25,5.0,0.4735709648538595,0.4807692307692308,0.875,1.0,6.833333333333333,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.013993003498250875,0.0384807596201899,0.2518740629685157,24,24,24,0.164373659620098,7.875,-0.021187109217536883,0.039939491421568635,1.4572916666666667,-0.22954517765373025,0.2629825367647059,7.5,0.4735709648538595,0.09581801470588236,4.291666666666667,-0.12341468838179365,0.001999000499750125,0.005497251374312844,0.035982008995502246,0.26878053514840716,17,-0.22179868060973135,17.0,2.0,0.0,1.0,-0.22179868060973135,4.291666666666667,0.09581801470588236,-0.12341468838179365,0.0384807596201899,0.013993003498250875,0.2518740629685157,1.4572916666666667,7.875,0.039939491421568635,0.164373659620098,-0.22954517765373025,-0.021187109217536883,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,11,C11：事件序列｜不规整｜逐条评分｜不清洗,事件序列,不规整,不清洗,24,24,1.0,0.4583333333333333,6,0.25,4.041666666666667,2.5,0.1729856004901961,0.16176470588235295,0.5237438725490197,0.5,8.583333333333334,8.0,3.25,2.0,5.333333333333333,6.0,0.6147276334776335,0.696969696969697,1.2083333333333333,1.0,-0.75,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.5807096451774113,0.7878060969515241,0.800599700149925,24,24,24,0.02217562806372548,3.1666666666666665,0.13718118686868683,-0.010228056066176475,-0.9583333333333334,-0.11361644721019723,0.1729856004901961,4.041666666666667,0.6147276334776335,0.0058210784313725466,0.8333333333333334,0.017741980241980235,0.49775112443778113,0.5627186406796602,0.800599700149925,0.4416717444026051,17,-0.06972488299177933,17.0,0.0,0.0,1.0,-0.06972488299177933,0.8333333333333334,0.0058210784313725466,0.017741980241980235,0.7878060969515241,0.5807096451774113,0.800599700149925,-0.9583333333333334,3.1666666666666665,-0.010228056066176475,0.02217562806372548,-0.11361644721019723,0.13718118686868683,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,12,C12：事件序列｜不规整｜逐条评分｜清洗,事件序列,不规整,清洗,24,24,1.0,0.5833333333333334,8,0.3333333333333333,3.375,2.5,0.16356464460784315,0.15900735294117646,0.4895833333333333,0.5,8.083333333333334,8.0,3.0833333333333335,2.0,5.0,4.0,0.5375048562548562,0.6,0.75,0.5,0.3333333333333333,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.7006496751624188,0.8855572213893054,0.5324337831084458,24,24,24,0.011183555453431365,1.3333333333333333,0.07304355366855356,-0.021257467830882365,-1.0416666666666667,-0.19419264763014762,0.16356464460784315,3.375,0.5375048562548562,-0.003599877450980395,0.16666666666666666,-0.05948079698079698,0.7006496751624188,0.8300849575212393,0.3803098450774613,0.4576576623610949,17,-0.046948406222456676,17.0,6.0,0.0,1.0,-0.046948406222456676,0.16666666666666666,-0.003599877450980395,-0.05948079698079698,0.8855572213893054,0.7006496751624188,0.5324337831084458,-1.0416666666666667,1.3333333333333333,-0.021257467830882365,0.011183555453431365,-0.19419264763014762,0.07304355366855356,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,15,C15：事件序列｜规整｜逐条评分｜不清洗,事件序列,规整,不清洗,24,24,1.0,0.6666666666666666,5,0.20833333333333334,6.125,4.0,0.2296645220588235,0.21875,0.6790747549019608,0.6360294117647058,11.25,10.5,6.166666666666667,4.0,5.083333333333333,4.0,0.47704166748284393,0.4642857142857143,1.125,1.0,5.583333333333333,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.02273863068465767,0.061219390304847576,0.3334999167083125,24,24,24,0.12077876072303907,6.166666666666667,0.010534580819507117,0.01699984681372549,0.4166666666666667,-0.2625804148874002,0.2296645220588235,6.125,0.47704166748284393,0.0625,2.9166666666666665,-0.11994398575280929,0.012993503248375811,0.03498250874562719,0.127936031984008,0.2999769188218264,17,-0.19587637620737527,17.0,2.0,0.0,1.0,-0.19587637620737527,2.9166666666666665,0.0625,-0.11994398575280929,0.061219390304847576,0.02273863068465767,0.3334999167083125,0.4166666666666667,6.166666666666667,0.01699984681372549,0.12077876072303907,-0.2625804148874002,0.010534580819507117,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,不思考,16,C16：事件序列｜规整｜逐条评分｜清洗,事件序列,规整,清洗,24,24,1.0,0.5416666666666666,1,0.041666666666666664,5.375,6.0,0.20775888480392157,0.21966911764705882,0.6167279411764706,0.6875,10.208333333333334,11.0,4.958333333333333,4.5,5.25,5.0,0.5117338407779584,0.5227272727272727,1.8333333333333333,1.5,4.708333333333333,0.1671645220588235,3.2083333333333335,0.5969856532356532,0.013993003498250875,0.04372813593203398,0.5324337831084458,24,24,24,0.06594860600490195,3.7916666666666665,0.07581490779101067,0.01685049019607843,0.6666666666666666,-0.2428069020440344,0.20775888480392157,5.375,0.5117338407779584,0.04059436274509804,2.1666666666666665,-0.08525181245769481,0.00399800099950025,0.01249375312343828,0.3258370814592704,0.43647421148514076,17,-0.06564622542171356,17.0,3.0,0.0,0.0,-0.06564622542171356,2.1666666666666665,0.04059436274509804,-0.08525181245769481,0.04372813593203398,0.013993003498250875,0.5324337831084458,0.6666666666666666,3.7916666666666665,0.01685049019607843,0.06594860600490195,-0.2428069020440344,0.07581490779101067,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,3,C03：全文｜不规整｜逐条评分｜不清洗,全文,不规整,不清洗,24,24,1.0,0.7916666666666666,15,0.625,4.083333333333333,3.0,0.13729319852941177,0.13648897058823528,0.42432598039215685,0.4117647058823529,7.083333333333333,7.0,3.9166666666666665,3.0,3.1666666666666665,2.0,0.3983692233692233,0.3666666666666667,0.2916666666666667,0.0,-3.75,0.13729319852941177,4.083333333333333,0.3983692233692233,,,,24,24,24,,,,,,,0.13729319852941177,4.083333333333333,0.3983692233692233,0.0,0.0,0.0,,,,0.3844181499853343,17,,,,,,,0.0,0.0,0.0,,,,,,,,,,C03_题总相关基线,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,24,24,1.0,0.75,12,0.5,4.416666666666667,2.5,0.16861979166666666,0.16176470588235295,0.5090379901960784,0.47058823529411764,8.458333333333334,8.0,4.041666666666667,3.0,4.416666666666667,4.0,0.48738102175602177,0.4807692307692308,0.75,0.0,-1.9583333333333333,0.13729319852941177,4.083333333333333,0.3983692233692233,0.016616691654172913,0.9853406630018324,0.16616691654172913,24,24,24,0.05599341299019606,1.625,0.19005666786916786,0.009685202205882353,-0.709375,-0.01197286220723721,0.16861979166666666,4.416666666666667,0.48738102175602177,0.03132659313725491,0.3333333333333333,0.08901179838679839,0.009495252373813094,0.6271864067966016,0.10844577711144428,0.33876999955839376,17,-0.04670782837184168,17.0,6.0,0.0,0.0,-0.04670782837184168,0.3333333333333333,0.03132659313725491,0.08901179838679839,0.9853406630018324,0.016616691654172913,0.16616691654172913,-0.709375,1.625,0.009685202205882353,0.05599341299019606,-0.01197286220723721,0.19005666786916786,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,24,24,1.0,0.5,8,0.3333333333333333,5.458333333333333,5.0,0.19944852941176472,0.18933823529411764,0.617953431372549,0.59375,10.166666666666666,9.5,5.25,5.0,4.916666666666667,4.0,0.49690830683477744,0.4722222222222222,0.25,0.0,-0.4166666666666667,0.13729319852941177,4.083333333333333,0.3983692233692233,0.005830418124271198,0.9853406630018324,0.16616691654172913,24,24,24,0.1094975490196078,3.5,0.22329972859384614,0.02504116881127451,-0.3343749999999999,-0.030782572887352293,0.19944852941176472,5.458333333333333,0.49690830683477744,0.06215533088235294,1.375,0.09853908346555405,0.0024987506246876563,0.19090454772613694,0.1424287856071964,0.2060836177681432,17,-0.1722106638238715,17.0,3.0,0.0,1.0,-0.1722106638238715,1.375,0.06215533088235294,0.09853908346555405,0.9853406630018324,0.005830418124271198,0.16616691654172913,-0.3343749999999999,3.5,0.02504116881127451,0.1094975490196078,-0.030782572887352293,0.22329972859384614,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,24,24,1.0,0.4166666666666667,9,0.375,4.75,4.0,0.20381433823529413,0.203125,0.6242340686274509,0.6066176470588236,10.208333333333334,10.0,4.625,4.0,5.583333333333333,6.0,0.5571077071077072,0.6,0.08333333333333333,0.0,-0.375,0.13729319852941177,4.083333333333333,0.3983692233692233,0.005830418124271198,0.9853406630018324,0.16616691654172913,24,24,24,0.1097311580882352,3.0,0.3284079230954231,0.028796147365196076,-1.2927083333333333,-0.01580408017908015,0.20381433823529413,4.75,0.5571077071077072,0.06652113970588235,0.6666666666666666,0.15873848373848376,0.001999000499750125,0.6071964017991005,0.08995502248875563,0.22709193499967156,17,-0.14967545039936522,17.0,5.0,0.0,0.0,-0.14967545039936522,0.6666666666666666,0.06652113970588235,0.15873848373848376,0.9853406630018324,0.005830418124271198,0.16616691654172913,-1.2927083333333333,3.0,0.028796147365196076,0.1097311580882352,-0.01580408017908015,0.3284079230954231,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,11,C11：事件序列｜不规整｜逐条评分｜不清洗,事件序列,不规整,不清洗,24,24,1.0,0.7916666666666666,15,0.625,4.083333333333333,2.0,0.1576669730392157,0.1323529411764706,0.48805147058823534,0.39338235294117646,8.125,6.5,4.041666666666667,2.5,4.083333333333333,4.0,0.4591295278795278,0.5,0.25,0.0,-3.7916666666666665,0.13729319852941177,4.083333333333333,0.3983692233692233,0.030984507746126936,1.0,0.33183408295852074,24,24,24,0.040224800857843065,1.625,0.17562920875420843,0.003714767156862744,-1.3333333333333333,-0.053442801411551416,0.1576669730392157,4.083333333333333,0.4591295278795278,0.020373774509803922,0.0,0.06076030451030453,0.030984507746126936,1.0,0.33183408295852074,0.37947326715592256,17,-0.006065698120511124,17.0,5.0,0.0,1.0,-0.006065698120511124,0.0,0.020373774509803922,0.06076030451030453,1.0,0.030984507746126936,0.33183408295852074,-1.3333333333333333,1.625,0.003714767156862744,0.040224800857843065,-0.053442801411551416,0.17562920875420843,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
HAMD-17,PDCH共同24人验证,探索性（共同24人验证队列）,Kimi-K2.6,思考,12,C12：事件序列｜不规整｜逐条评分｜清洗,事件序列,不规整,清洗,24,24,1.0,0.7916666666666666,16,0.6666666666666666,3.8333333333333335,3.0,0.15425857843137256,0.13970588235294118,0.47717524509803927,0.42463235294117646,7.958333333333333,7.0,3.7083333333333335,2.5,4.25,4.0,0.4883565508565509,0.6333333333333333,0.5,0.0,-3.2916666666666665,0.13729319852941177,4.083333333333333,0.3983692233692233,0.030984507746126936,0.9853406630018324,0.16616691654172913,24,24,24,0.03021790747549018,0.5416666666666666,0.199004063066563,0.003138403799019601,-1.0833333333333333,-0.002105174917674918,0.15425857843137256,3.8333333333333335,0.4883565508565509,0.016965379901960783,-0.25,0.0899873274873275,0.02948525737131434,0.6196901549225388,0.10344827586206896,0.3845594599489711,17,0.00039986029773309413,17.0,9.0,0.0,0.0,0.00039986029773309413,-0.25,0.016965379901960783,0.0899873274873275,0.9853406630018324,0.030984507746126936,0.16616691654172913,-1.0833333333333333,0.5416666666666666,0.003138403799019601,0.03021790747549018,-0.002105174917674918,0.199004063066563,D_无一致改善,Δ总分MAE<0=总分改善；Δ条目NAE<0=条目改善；Δ校正rho>0=结构关联增强；Δ抵消率>0=抵消增强
