scale,model,cohort,thinking_mode,validation_layer,strategy,analysis_layer,fixed_scale,subject_universe_n,strategy_strict_complete_repeat_n,c03_strict_complete_repeat_n,strict_joint_repeat_n,strict_joint_subject_n,gold_full_evaluable_n,fixed_scale_gold_evaluable_n,strategy_any_evaluable_n,strict_complete_n,strategy_mae,c03_mae,strategy_rmse,c03_rmse,strategy_signed_bias,c03_signed_bias,strategy_over_rate,c03_over_rate,strategy_under_rate,c03_under_rate,strategy_pearson,c03_pearson,strategy_spearman,c03_spearman,strategy_icc_a1,c03_icc_a1,strategy_weighted_kappa,c03_weighted_kappa,delta_mae,delta_mae_ci_low,delta_mae_ci_high,delta_mae_p,result_layer,source_scale,gold_hamd17_evaluable_n,coverage_threshold,eligible_subject_n,common_support_80_n,common_support_90_n,mean_common_item_coverage,mean_common_score_range_coverage,normalized_partial_ae_strategy,normalized_partial_ae_c03,delta_normalized_partial_ae,delta_normalized_partial_ae_ci_low,delta_normalized_partial_ae_ci_high,delta_normalized_partial_ae_p,partial_ae_strategy,partial_ae_c03,delta_partial_ae,delta_partial_ae_ci_low,delta_partial_ae_ci_high,delta_partial_ae_p,strict_strategy_n,strict_c03_n,normalized_partial_ae_fdr_q,partial_ae_fdr_q,coverage_noninferiority_ci_low,coverage_noninferiority_ci_high,coverage_noninferiority_p,coverage_noninferiority_fdr_q,coverage_noninferiority_pass
HAMD-16_fixed,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,A,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,3.5252525252525246,4.101010101010101,4.500527466280755,5.285772785449062,-1.2525252525252522,-2.98989898989899,0.3939393939393939,0.1414141414141414,0.6060606060606061,0.7373737373737373,0.8112042343592047,0.8084972406670357,0.791028968459326,0.8070114635128769,0.7954160823441284,0.7386334052634318,0.7952886340008911,0.738318553888131,-0.4707070707070708,-0.9101262626262627,-0.03310606060606189,0.031596840315968405,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-16_fixed,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,B,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,3.8909090909090915,4.101010101010101,4.963482811107702,5.285772785449062,-2.2707070707070707,-2.98989898989899,0.25252525252525254,0.1414141414141414,0.7474747474747475,0.7373737373737373,0.7996367928644756,0.8084972406670357,0.7758728493606443,0.8070114635128769,0.7514189460123476,0.7386334052634318,0.7495062692325358,0.738318553888131,-0.13131313131313133,-0.4808080808080808,0.23133838383838382,0.47465253474652536,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-16_fixed,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,C,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,4.012121212121213,4.101010101010101,5.075590227906127,5.285772785449062,-2.6707070707070706,-2.98989898989899,0.2222222222222222,0.1414141414141414,0.7676767676767676,0.7373737373737373,0.8109105483712565,0.8084972406670357,0.80553828418946,0.8070114635128769,0.7514482654923685,0.7386334052634318,0.7547354990676219,0.738318553888131,-0.0404040404040404,-0.20101010101010103,0.12527777777777768,0.6453354664533547,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-16_fixed,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,A,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,3.404040404040404,3.585858585858586,4.5385887540939285,4.753520757918239,-0.5070707070707071,-1.8484848484848484,0.45454545454545453,0.26262626262626265,0.5353535353535354,0.6565656565656566,0.8101178131517767,0.8190569829713632,0.7949217121805934,0.8035381614838938,0.8097447589079972,0.7951047813806729,0.8137182725078886,0.7927840179052513,-0.10707070707070705,-0.49505050505050513,0.2778787878787873,0.6045395460453955,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-16_fixed,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,B,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,3.2353535353535356,3.585858585858586,4.42329691017408,4.753520757918239,-0.8454545454545453,-1.8484848484848484,0.42424242424242425,0.26262626262626265,0.5757575757575758,0.6565656565656566,0.8163747351083729,0.8190569829713632,0.7930163280030845,0.8035381614838938,0.8114064993312371,0.7951047813806729,0.8109918250763322,0.7927840179052513,-0.2575757575757576,-0.5555808080808079,0.0333585858585857,0.08789121087891211,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-16_fixed,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,C,HAMD16_fixed,HAMD-16,99,990.0,990.0,990.0,99.0,,99.0,99,99,3.3101010101010098,3.585858585858586,4.5062358589139135,4.753520757918239,-1.3404040404040403,-1.8484848484848484,0.37373737373737376,0.26262626262626265,0.5959595959595959,0.6565656565656566,0.8229665068440278,0.8190569829713632,0.8044013384867578,0.8035381614838938,0.8103874631023338,0.7951047813806729,0.8045630787964239,0.7927840179052513,-0.22525252525252526,-0.37477272727272737,-0.08684343434343446,0.0037996200379962005,HAMD16_fixed,HAMD-17,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9755199049316698,0.9839937839937841,0.06935897435897437,0.07079953379953378,-0.0014405594405594408,-0.010329623154623154,0.007824106449106442,0.7665233476652334,3.5363636363636366,3.6161616161616164,-0.07979797979797976,-0.5202272727272728,0.4010353535353534,0.7343265673432656,68.0,61.0,0.7665233476652334,0.7362263773622638,-0.0011276223776223826,0.002836052836052844,0.45425457454254575,0.7657567576575676,True
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9762923351158646,0.9844988344988345,0.06683139083139084,0.0706915306915307,-0.003860139860139861,-0.011673912198912199,0.0042246309246309266,0.35626437356264373,3.412121212121212,3.611111111111111,-0.198989898989899,-0.6111868686868688,0.2384090909090908,0.35436456354364565,66.0,61.0,0.35626437356264373,0.35906409359064095,-0.0006993006993006991,0.0024864024864024955,0.32486751324867513,0.5927740559277406,True
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9767676767676768,0.9848096348096348,0.0681740481740482,0.07072571872571871,-0.0025516705516705506,-0.007602972027972029,0.0025011072261072152,0.3377662233776622,3.4848484848484844,3.615151515151515,-0.13030303030303034,-0.40101010101010104,0.1353787878787877,0.3261673832616738,66.0,61.0,0.3377662233776622,0.33336666333366666,-0.0005827505827505741,0.0013209013209013341,0.45835416458354167,0.8960770589607706,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,63,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9760546642899585,0.9843434343434344,0.07329526029526032,0.08229526029526031,-0.009,-0.01709570707070707,-0.0004984459984460034,0.037196280371962806,3.7373737373737375,4.198989898989899,-0.46161616161616165,-0.8778787878787879,-0.0422979797979805,0.0400959904009599,65.0,63.0,0.0387961203879612,0.0400959904009599,-0.0023310023310023137,-0.0007381507381507265,0.00029997000299970003,0.00124987501249875,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,62,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9754604872251932,0.983954933954934,0.07942968142968145,0.08204351204351205,-0.0026138306138306137,-0.00962822455322455,0.004341608391608389,0.47485251474852513,4.045454545454546,4.182828282828283,-0.13737373737373731,-0.4838636363636363,0.22325757575757568,0.4577542245775422,66.0,63.0,0.47485251474852513,0.4577542245775422,-0.003146853146853147,3.885003885004096e-05,0.08049195080491951,0.13415325134153253,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,63,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9779560308972073,0.9855866355866356,0.08140093240093241,0.08224320124320125,-0.0008422688422688418,-0.0040436480186480175,0.0024460372960372965,0.6126387361263873,4.156565656565657,4.201010101010101,-0.04444444444444443,-0.2080808080808081,0.12525252525252523,0.6111388861113889,64.0,63.0,0.6244375562443756,0.6111388861113889,-0.0007770007770007743,-7.770007770007743e-05,0.05629437056294371,0.09382395093823952,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9742721330956625,0.9831779331779331,0.06926573426573426,0.07205439005439004,-0.002788655788655789,-0.010662956487956487,0.0050717171717171525,0.48895110488951105,3.5333333333333337,3.676767676767677,-0.14343434343434347,-0.5485101010101011,0.26770202020202,0.4854514548545146,66.0,57.0,0.49865013498650135,0.4891510848915108,0.00023310023310023676,0.0037305749805749936,0.035596440355964404,0.06616005066160051,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9739156268568033,0.9829448329448329,0.06680186480186481,0.07207770007770006,-0.005275835275835276,-0.010989452214452215,0.0001914335664335646,0.0817918208179182,3.4101010101010103,3.677777777777778,-0.2676767676767677,-0.5677020202020202,0.010101010101010083,0.0836916308369163,69.0,57.0,0.08349165083491651,0.0842915708429157,0.0008148795648795735,0.0056332556332556495,0.009099090090990901,0.018831450188314502,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,99.0,99.0,,0.9744503862150921,0.9832944832944832,0.06754856254856255,0.07204662004662003,-0.004498057498057498,-0.007365384615384614,-0.0017969891219891234,0.0027997200279972004,3.4484848484848483,3.676767676767677,-0.2282828282828283,-0.36972222222222234,-0.07371212121212135,0.0022997700229977,69.0,57.0,0.0027997200279972004,0.0035996400359964,0.0005429292929293025,0.003146853146853176,0.007799220077992201,0.0211645502116455,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.13368544600938967,0.1742957746478873,-0.04061032863849766,-0.055839935446009396,-0.025584653755868558,9.999000099990002e-05,3.2084507042253523,4.183098591549296,-0.9746478873239437,-1.328926056338028,-0.6169014084507042,9.999000099990002e-05,142.0,142.0,9.999000099990002e-05,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.15818661971830986,0.1742957746478873,-0.016109154929577468,-0.024560592723004693,-0.007980487089201882,0.00019998000199980003,3.796478873239437,4.183098591549296,-0.3866197183098592,-0.5915492957746479,-0.19505281690140855,0.00039996000399960006,142.0,142.0,0.00019998000199980003,0.00039996000399960006,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.16693075117370892,0.1742957746478873,-0.007365023474178404,-0.011738556338028169,-0.0034030223004694873,0.000999900009999,4.006338028169015,4.183098591549296,-0.17676056338028173,-0.273943661971831,-0.07816901408450708,0.00019998000199980003,142.0,142.0,0.000999900009999,0.00039996000399960006,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.1356382978723404,0.15780141843971635,-0.022163120567375884,-0.04612145390070922,0.0008865248226950338,0.09519048095190481,3.25531914893617,3.7872340425531914,-0.5319148936170213,-1.1063829787234043,0.0425531914893617,0.0922907709229077,47.0,47.0,0.09519048095190481,0.0922907709229077,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.14539007092198583,0.15780141843971635,-0.012411347517730497,-0.02304964539007092,-0.0026595744680851076,0.018198180181981802,3.4893617021276597,3.7872340425531914,-0.2978723404255319,-0.5319148936170213,-0.06382978723404255,0.026597340265973404,47.0,47.0,0.020397960203979604,0.026697330266973303,0.0,0.0,1.0,1.0,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.1569148936170213,0.15780141843971635,-0.0008865248226950335,-0.007978723404255319,0.006205673758865252,0.9648035196480352,3.765957446808511,3.7872340425531914,-0.02127659574468085,-0.19148936170212766,0.14893617021276595,1.0,47.0,47.0,0.9698030196980302,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.1300762910798122,0.1367370892018779,-0.006660798122065728,-0.01414392605633803,0.0011150234741784018,0.08809119088091191,3.1218309859154925,3.2816901408450705,-0.15985915492957745,-0.3338380281690141,0.02253521126760562,0.09119088091190881,142.0,142.0,0.08809119088091191,0.09119088091190881,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.13482981220657278,0.1367370892018779,-0.0019072769953051639,-0.00692488262910798,0.00290492957746479,0.45115488451154884,3.235915492957747,3.2816901408450705,-0.04577464788732394,-0.15496478873239436,0.07536971830985906,0.44315568443155684,142.0,142.0,0.45115488451154884,0.4527547245275472,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.13691314553990608,0.1367370892018779,0.00017605633802816938,-0.0003521126760563378,0.0007042253521126763,0.47015298470152983,3.2859154929577468,3.2816901408450705,0.004225352112676055,-0.008450704225352115,0.01690140845070422,0.5482451754824518,142.0,142.0,0.48595140485951405,0.5482451754824518,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.13652482269503546,0.13209219858156027,0.004432624113475174,-0.01063829787234043,0.02039007092198581,0.6380361963803619,3.276595744680851,3.1702127659574466,0.10638297872340426,-0.2553191489361702,0.46808510638297873,0.6497350264973503,47.0,47.0,0.6418358164183582,0.6548345165483451,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.13297872340425532,0.13209219858156027,0.0008865248226950351,-0.006205673758865251,0.008865248226950357,0.8535146485351465,3.1914893617021276,3.1702127659574466,0.02127659574468085,-0.14893617021276595,0.2127659574468085,1.0,47.0,47.0,0.8546145385461453,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,GLM-5.2,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.13209219858156027,0.13209219858156027,0.0,0.0,0.0,1.0,3.1702127659574466,3.1702127659574466,0.0,0.0,0.0,1.0,47.0,47.0,1.0,1.0,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.150381455399061,0.17840375586854462,-0.028022300469483567,-0.040258215962441314,-0.01584507042253521,9.999000099990002e-05,3.609154929577465,4.28169014084507,-0.6725352112676056,-0.9810387323943662,-0.3654753521126761,9.999000099990002e-05,142.0,142.0,9.999000099990002e-05,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.15994718309859157,0.17840375586854462,-0.018456572769953054,-0.02767018779342723,-0.009799735915492961,0.00019998000199980003,3.838732394366198,4.28169014084507,-0.4429577464788732,-0.6492957746478872,-0.23306338028169035,9.999000099990002e-05,142.0,142.0,0.00019998000199980003,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,142.0,142.0,,1.0,1.0,0.17077464788732394,0.17840375586854462,-0.007629107981220656,-0.011150234741784039,-0.003990610328638498,9.999000099990002e-05,4.098591549295775,4.28169014084507,-0.18309859154929573,-0.2690140845070422,-0.09786971830985924,9.999000099990002e-05,142.0,142.0,9.999000099990002e-05,0.00019998000199980003,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,A,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.1453900709219858,0.16666666666666666,-0.021276595744680847,-0.041666666666666664,-0.003546099290780144,0.0352964703529647,3.4893617021276597,4.0,-0.5106382978723404,-0.9787234042553191,-0.10638297872340426,0.0390960903909609,47.0,47.0,0.0352964703529647,0.0390960903909609,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,B,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.1427304964539007,0.16666666666666666,-0.023936170212765954,-0.038120567375886524,-0.01152482269503546,0.0007999200079992001,3.425531914893617,4.0,-0.574468085106383,-0.9148936170212766,-0.2765957446808511,0.0007999200079992001,47.0,47.0,0.0007999200079992001,0.0007999200079992001,0.0,0.0,1.0,1.0,True
PHQ-8,Qwen3.7-Max,DAIC-WOZ全量189人,思考,phq_test47_locked_secondary_replication,C,coverage_aware_common_support,,47,,,,,47.0,,47,47,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=80%,47.0,47.0,,1.0,1.0,0.16312056737588654,0.16666666666666666,-0.0035460992907801418,-0.007978723404255317,0.0,0.0908909109089091,3.9148936170212765,4.0,-0.0851063829787234,-0.19148936170212766,0.0,0.21737826217378262,47.0,47.0,0.09759024097590241,0.22297770222977703,0.0,0.0,1.0,1.0,True
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9755199049316698,0.9839937839937841,0.06935897435897437,0.07079953379953378,-0.0014405594405594408,-0.010702661227661229,0.007504059829059807,0.7549245075492451,3.5363636363636366,3.6161616161616164,-0.07979797979797976,-0.5333585858585858,0.38992424242424223,0.7362263773622638,68.0,61.0,0.7665233476652334,0.7362263773622638,-0.0011276223776223826,0.002836052836052844,0.45425457454254575,0.7657567576575676,True
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9762923351158646,0.9844988344988345,0.06683139083139084,0.0706915306915307,-0.003860139860139861,-0.01169543512043512,0.0044102564102564005,0.35356464353564643,3.412121212121212,3.611111111111111,-0.198989898989899,-0.5930050505050507,0.24047979797979754,0.35906409359064095,66.0,61.0,0.35626437356264373,0.35906409359064095,-0.0006993006993006991,0.0024864024864024955,0.32486751324867513,0.5927740559277406,True
HAMD-17,GLM-5.2,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,61,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9767676767676768,0.9848096348096348,0.0681740481740482,0.07072571872571871,-0.0025516705516705506,-0.007732808857808858,0.002601554001554001,0.3351664833516648,3.4848484848484844,3.615151515151515,-0.13030303030303034,-0.3808080808080808,0.1374747474747469,0.33336666333366666,66.0,61.0,0.3377662233776622,0.33336666333366666,-0.0005827505827505741,0.0013209013209013341,0.45835416458354167,0.8960770589607706,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,63,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9760546642899585,0.9843434343434344,0.07329526029526032,0.08229526029526031,-0.009,-0.01699625097125097,-0.0003682983682983937,0.0387961203879612,3.7373737373737375,4.198989898989899,-0.46161616161616165,-0.867878787878788,-0.04338383838383868,0.037196280371962806,65.0,63.0,0.0387961203879612,0.0400959904009599,-0.0023310023310023137,-0.0007381507381507265,0.00029997000299970003,0.00124987501249875,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,62,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9754604872251932,0.983954933954934,0.07942968142968145,0.08204351204351205,-0.0026138306138306137,-0.0093979797979798,0.004459634809634807,0.4647535246475352,4.045454545454546,4.182828282828283,-0.13737373737373731,-0.4909848484848484,0.2141919191919189,0.45035496450354967,66.0,63.0,0.47485251474852513,0.4577542245775422,-0.003146853146853147,3.885003885004096e-05,0.08049195080491951,0.13415325134153253,True
HAMD-17,Kimi-K2.6,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,63,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9779560308972073,0.9855866355866356,0.08140093240093241,0.08224320124320125,-0.0008422688422688418,-0.004110392385392386,0.002340967365967362,0.6244375562443756,4.156565656565657,4.201010101010101,-0.04444444444444443,-0.21313131313131312,0.11313131313131311,0.6075392460753924,64.0,63.0,0.6244375562443756,0.6111388861113889,-0.0007770007770007743,-7.770007770007743e-05,0.05629437056294371,0.09382395093823952,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9742721330956625,0.9831779331779331,0.06926573426573426,0.07205439005439004,-0.002788655788655789,-0.010944891219891222,0.004830497280497274,0.49865013498650135,3.5333333333333337,3.676767676767677,-0.14343434343434347,-0.5444444444444444,0.2838636363636362,0.4891510848915108,66.0,57.0,0.49865013498650135,0.4891510848915108,0.00023310023310023676,0.0037305749805749936,0.035596440355964404,0.06616005066160051,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,B,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9739156268568033,0.9829448329448329,0.06680186480186481,0.07207770007770006,-0.005275835275835276,-0.010881721056721054,0.0006436480186480161,0.08349165083491651,3.4101010101010103,3.677777777777778,-0.2676767676767677,-0.5656818181818182,0.030328282828282725,0.0842915708429157,69.0,57.0,0.08349165083491651,0.0842915708429157,0.0008148795648795735,0.0056332556332556495,0.009099090090990901,0.018831450188314502,True
HAMD-17,Qwen3.7-Max,PDCH标签99人,思考,locked_outer_10x5_oof,C,coverage_aware_common_support,,99,,,,,92.0,99.0,99,57,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,99.0,,99.0,0.9744503862150921,0.9832944832944832,0.06754856254856255,0.07204662004662003,-0.004498057498057498,-0.007408041958041957,-0.00156385003885004,0.0025997400259974,3.4484848484848483,3.676767676767677,-0.2282828282828283,-0.37070707070707076,-0.07979797979797977,0.0035996400359964,69.0,57.0,0.0027997200279972004,0.0035996400359964,0.0005429292929293025,0.003146853146853176,0.007799220077992201,0.0211645502116455,True
PHQ-8,DeepSeek-V4-Pro,DAIC-WOZ全量189人,思考,locked_outer_10x5_oof,A,coverage_aware_common_support,,142,,,,,142.0,,142,142,,,,,,,,,,,,,,,,,,,,,,,coverage_aware_common_support,,,>=90%,142.0,,142.0,1.0,1.0,0.13368544600938967,0.1742957746478873,-0.04061032863849766,-0.056192781690140844,-0.026408450704225355,9.999000099990002e-05,3.2084507042253523,4.183098591549296,-0.9746478873239437,-1.3394894366197183,-0.6183098591549296,9.999000099990002e-05,142.0,142.0,9.999000099990002e-05,9.999000099990002e-05,0.0,0.0,1.0,1.0,True
