量表,队列,模型,思考模式,条件编号,刺激条件,输入范围,规整状态,清洗状态,条目编号,条目名称,相关方法,总记录数n_total,符合主分析资格n_eligible,实际使用n_used,未使用n_missing或无效,AI预测9排除n_sentinel9,AI预测不同取值数,总分一致样本数（仅敏感性使用）,普通相关系数,普通95%CI下限,普通95%CI上限,普通解析P值（复现参照）,普通置换P值,校正相关系数,校正95%CI下限,校正95%CI上限,校正解析P值（复现参照）,校正置换P值,校正减普通相关变化,相关变化95%CI下限,相关变化95%CI上限,相对相关保留比例,可估计性代码,可估计性,校正总分规则,普通FDR校正q值,校正FDR校正q值,普通FDR结论,校正FDR结论,校正关联类型 
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,6,早醒,Spearman秩相关,24,24,24,0,0,3,17,0.47077111391430243,0.09780627604792018,0.7273713633991236,0.020242785255576143,0.0225977402259774,0.4734011387466166,0.08435681973620582,0.7304345896876739,0.019460879985478668,0.0211978802119788,0.0026300248323141706,-0.10687341951310105,0.10256482160002918,1.0055866317082338,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.04043806145701219,0.048048528480485284,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,7,工作和活动,Spearman秩相关,24,24,24,0,0,5,17,0.7796032299770189,0.547485062594023,0.8808066195602243,7.107218434358191e-06,9.999000099990002e-05,0.6867825673117365,0.3845840458119796,0.8378992909840707,0.00021012420653818896,0.00029997000299970003,-0.09282066266528244,-0.26273587582089747,0.005603126224132271,0.880938586326767,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.006799320067993201,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,8,迟滞,Spearman秩相关,24,24,24,0,0,3,17,0.6780138014880412,0.4407778329417834,0.816909943675057,0.00027178916518781035,0.0006999300069993001,0.6511131098913039,0.377977190915223,0.8127712158584781,0.0005691356756096419,0.000999900009999,-0.02690069159673736,-0.20526770513060602,0.07398334669394792,0.960324271367783,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0031730160317301605,0.0084991500849915,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,9,激越,Spearman秩相关,24,24,24,0,0,3,17,0.4760995699318194,0.08728284927168571,0.7579702613282467,0.018684299508268037,0.0184981501849815,0.485430069138447,0.09984711015643445,0.788849745868717,0.016190821670036524,0.016798320167983202,0.009330499206627596,-0.057398151689131705,0.08855074810693153,1.0195977896135546,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.03446230719393814,0.04079592040795921,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,10,精神性焦虑,Spearman秩相关,24,24,24,0,0,4,17,0.7735255530153274,0.5149639211748831,0.8975143868488663,9.295864736782534e-06,9.999000099990002e-05,0.7398167248727519,0.4870395265702324,0.8857724750391383,3.600359906050318e-05,9.999000099990002e-05,-0.033708828142575586,-0.10828974176104258,0.018658232437140494,0.9564218298785695,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.006799320067993201,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,11,躯体性焦虑,Spearman秩相关,24,24,24,0,0,4,17,0.6034930724989044,0.2598983933774185,0.8140723304560203,0.0017951737407108832,0.0037996200379962005,0.4661893771106612,0.08042252417249128,0.7544034533390527,0.02166564727835607,0.024697530246975304,-0.13730369538824316,-0.3060578820078406,-0.012463345077033493,0.7724850513698441,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.010765590107655902,0.05167483251674833,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,12,胃肠道症状,Spearman秩相关,24,24,24,0,0,3,17,0.4863502342482801,0.15222622163862515,0.7635212760530842,0.015960406111704996,0.014498550144985502,0.32720456831389644,-0.11744504681004277,0.7100161663797784,0.11859104181144219,0.11938806119388061,-0.15914566593438367,-0.3683507443659246,-0.024129173802416658,0.6727755951832433,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.028168611710257547,0.1867859191092385,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,13,全身症状,Spearman秩相关,24,24,24,0,0,3,17,0.6042739111087626,0.26469692028925956,0.832117569574624,0.0017642180821638982,0.0017998200179982,0.46969865056455307,0.03442449214272916,0.7679921458303567,0.02056884966869006,0.021897810218978103,-0.13457526054420954,-0.3273393985050833,-0.014136167672898534,0.7772942732257268,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.00644146111704619,0.04869190500304808,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,14,性症状,Spearman秩相关,24,18,18,6,6,3,17,0.5378819357356373,0.10814231949088761,0.8332480158736622,0.02130970718943398,0.0254974502549745,0.4851696717537179,0.004254033595016285,0.808643172375398,0.041263075827788265,0.0446955304469553,-0.05271226398191936,-0.1710443242161014,0.0,0.9020003080976736,not_estimable,不可估计,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.04482514711491814,0.08809553827225973,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,15,疑病,Spearman秩相关,24,24,24,0,0,3,17,0.12149899596523261,-0.31216755413899666,0.5232524872965499,0.5717010404303942,0.5732426757324267,-0.029726274807148755,-0.45830723049754346,0.42614756184845964,0.8903318865372145,0.8842115788421158,-0.15122527077238138,-0.3329591581537213,-0.028079908542939958,-0.24466271981091134,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.5997000299970002,0.917960112385708,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,16,体重减轻,Spearman秩相关,24,24,24,0,0,3,17,0.35983337890677536,-0.049101923844879526,0.6847153577050925,0.08414866641405955,0.08919108089191082,0.32654662831292874,-0.0876736576296686,0.6667664947153885,0.11937747140106875,0.11948805119488051,-0.033286750593846615,-0.1167695496583663,0.00047026132996063355,0.9074939887595296,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.12252512122525122,0.1867859191092385,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,4,C04：全文｜不规整｜逐条评分｜清洗,全文,不规整,清洗,17,自知力,Spearman秩相关,24,24,24,0,0,3,17,0.02892309922365073,-0.45653995225572314,0.5551791321269622,0.893278288079567,0.8962103789621038,0.005196984006679741,-0.5214236978182535,0.5441511685874977,0.9807721726011693,0.9805019498050195,-0.02372611521697099,-0.10601371231590298,0.03301180397874804,0.17968281913682718,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.9028489743618231,0.9877649272109825,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,1,抑郁情绪,Spearman秩相关,24,24,24,0,0,4,15,0.6435373692262353,0.3387943178264511,0.8519985893192573,0.0006920517239869219,0.0010998900109989002,0.5068981887363494,0.10924000924285814,0.7887730968439296,0.011472656723918154,0.011398860113988602,-0.13663918048988588,-0.31623588226910737,-0.025044283874956608,0.7876748312935182,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.004399560043995601,0.03298393564898829,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,2,有罪感,Spearman秩相关,24,24,24,0,0,4,15,0.3952997357276282,0.009520335205838747,0.6925488570419597,0.05589042861495583,0.055394460553944605,0.30292578972719114,-0.12719628161755517,0.6752622653981566,0.1501878169082633,0.15008499150084992,-0.09237394600043708,-0.22779935642454777,-0.002008009841586869,0.7663192315815635,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.08188746342757028,0.2194791273560816,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,3,自杀,Spearman秩相关,24,24,24,0,0,4,15,0.5311377837833959,0.1631431565847813,0.7951597294275602,0.007570559047792786,0.007399260073992601,0.34173766391830995,-0.09362356284677245,0.6749990489885911,0.10216828856757589,0.10278972102789721,-0.18940011986508598,-0.39306620232322675,-0.0430668847712056,0.6434068039446323,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.01829635218296352,0.16842653084089182,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,4,入睡困难,Spearman秩相关,24,24,24,0,0,3,15,0.554289019256687,0.16243917262081142,0.8384085803702851,0.004944422989049265,0.006299370062993701,0.5342448289630792,0.10263502360937084,0.8204311409513695,0.007162069495072061,0.0072992700729927005,-0.020044190293607822,-0.07031717002638531,0.0,0.963838016635279,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.016475275549368142,0.025453864869923265,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,5,睡眠不深,Spearman秩相关,24,24,24,0,0,3,15,0.16523088546917727,-0.26290957454260894,0.5543865603214438,0.44036506514322227,0.44215578442155784,-0.0023393477612950373,-0.4252066989749606,0.45335819847971937,0.9913442481351723,0.9917008299170083,-0.16757023323047232,-0.3392944047067575,-0.03648895742222241,-0.014158053772164933,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.48494505388170855,0.9917008299170083,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,6,早醒,Spearman秩相关,24,24,24,0,0,3,15,0.45226847193966546,0.02082294051035908,0.7388908206420383,0.026491707750088904,0.026697330266973303,0.397834597139763,-0.007715299437012976,0.7094454109594516,0.05419575406570551,0.053894610538946106,-0.05443387479990247,-0.1690502203166255,0.042629960073488744,0.8796425614935101,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.04482514711491814,0.10323474694784042,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,7,工作和活动,Spearman秩相关,24,24,24,0,0,4,15,0.8042632915940512,0.5804860402830829,0.9275613254458559,2.1811146646149226e-06,9.999000099990002e-05,0.6614459057219146,0.3406187525826007,0.8859297304685545,0.00043214782130670756,0.0006999300069993001,-0.14281738587213655,-0.34396362893182514,-0.01535542434266193,0.8224245873648265,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.00815918408159184,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,8,迟滞,Spearman秩相关,24,24,24,0,0,3,15,0.6444936917605658,0.3400651468046196,0.8393076869314068,0.0006753716242087917,0.0006999300069993001,0.6284618736286974,0.31155623781795777,0.8255578842936583,0.0010060217681197921,0.0015998400159984002,-0.01603181813186838,-0.16210951313247873,0.08225940311653841,0.9751249417382594,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0031730160317301605,0.010878912108789121,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,9,激越,Spearman秩相关,24,24,24,0,0,3,15,0.4236198755301988,0.010297370189469399,0.7265440260592921,0.03913139147503878,0.0392960703929607,0.3582936224593299,-0.05041488503167435,0.6765377400008172,0.08558157714218956,0.08149185081491851,-0.06532625307086892,-0.1503298046560102,-0.008758412208494503,0.8457903964276766,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.06142833992462822,0.14393365858219373,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,10,精神性焦虑,Spearman秩相关,24,24,24,0,0,4,15,0.6756323400650519,0.3567312370818098,0.8712276377850919,0.00029103741431987513,0.00039996000399960006,0.6468915507258073,0.29944258311904237,0.8504377763923384,0.0006350653069680011,0.0007999200079992001,-0.02874078933924462,-0.10983319641597553,0.03756858181740678,0.9574609034604865,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0022664400226644,0.00815918408159184,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,11,躯体性焦虑,Spearman秩相关,24,24,24,0,0,4,15,0.5576663183893251,0.19493845131668616,0.8060964397440489,0.004634744295316007,0.005699430056994301,0.4191950111520022,-0.013388297816634294,0.7339385800469267,0.041449090536651405,0.0446955304469553,-0.13847130723732293,-0.2908987138217041,-0.016176587232020187,0.7516950501201839,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0155024497550245,0.08809553827225973,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,12,胃肠道症状,Spearman秩相关,24,24,24,0,0,3,15,0.4887010740602944,0.13074149295489448,0.7620387721729507,0.015383879960402403,0.0165983401659834,0.3832592634911193,-0.028294161404793742,0.732633245265485,0.06450670528696158,0.0634936506349365,-0.10544181056917512,-0.26305826420420453,0.010778085854211594,0.7842406817461465,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0313524203135242,0.11513515315135152,FDR显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,13,全身症状,Spearman秩相关,24,24,24,0,0,3,15,0.651905793009913,0.3172027731902776,0.870249818840901,0.0005574395218975381,0.000999900009999,0.5361567120015054,0.13132553478683784,0.8190321629092526,0.006919968493443905,0.0091990800919908,-0.11574908100840764,-0.2816302101783706,-0.009953755531415176,0.8224450798726871,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0041208000412080005,0.029614816296148164,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,14,性症状,Spearman秩相关,24,17,17,7,7,3,15,0.6320728371228836,0.24395129332480717,0.8377673334104493,0.006484655369903965,0.0084991500849915,0.5958411302117583,0.16374604863581785,0.8239503074664998,0.01160222996061376,0.0124987501249875,-0.036231706911125316,-0.1260713978230584,0.0,0.9426779561101731,not_estimable,不可估计,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.020278673886997264,0.033996600339966,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,15,疑病,Spearman秩相关,24,24,24,0,0,3,15,0.1783639369287191,-0.2564097092734747,0.56825119731757,0.4043531973550742,0.40255974402559747,0.08788063441716028,-0.39216953989842923,0.5106303005103099,0.6830284839251234,0.675032496750325,-0.09048330251155882,-0.23846231015349015,-0.004888935854301826,0.492704051785315,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.44510670884131104,0.7344353564643535,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,16,体重减轻,Spearman秩相关,24,24,24,0,0,3,15,0.25687464610067434,-0.19596232277627118,0.6326380656629739,0.22562508335953718,0.22427757224277572,0.22106183406592114,-0.1992425621691726,0.5964766389927281,0.29923392603509136,0.2946705329467053,-0.0358128120347532,-0.13377775482148205,0.0006446726075093748,0.8605825347951334,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.2541812485418125,0.3710665970439993,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,7,C07：全文｜规整｜逐条评分｜不清洗,全文,规整,不清洗,17,自知力,Spearman秩相关,24,24,24,0,0,3,15,0.03374559885998608,-0.4649147815542287,0.5077569301432631,0.875609137076198,0.8737126287371263,-0.006896374136141417,-0.5089826699367617,0.47799526322781805,0.9744865082205885,0.9769023097690231,-0.04064197299612749,-0.11927521154326293,0.0,-0.20436366131047712,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.8867531157332028,0.9877649272109825,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,1,抑郁情绪,Spearman秩相关,24,24,24,0,0,4,17,0.7435594909811258,0.5182210528698052,0.8892009340174436,3.129604638446885e-05,9.999000099990002e-05,0.664371661901152,0.3479715287295827,0.853138082317239,0.0003989822751744271,0.0005999400059994001,-0.07918782907997379,-0.22658139791275497,0.00042906242502514536,0.8935016901263871,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.00815918408159184,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,2,有罪感,Spearman秩相关,24,24,24,0,0,4,17,0.2720974170599799,-0.10799239128185668,0.6240216627001122,0.19834830025820663,0.19188081191880813,0.13719594521987347,-0.28362649818526325,0.5434114997209499,0.5226447424238293,0.51994800519948,-0.13490147184010645,-0.3041464434241305,-0.019331691887501157,0.5042162718862951,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.22496371052549918,0.589274405892744,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,3,自杀,Spearman秩相关,24,24,24,0,0,4,17,0.33584463502995965,-0.06896742533499026,0.6567168852513338,0.10861132145732733,0.10788921107889211,0.1325912222380447,-0.3074865146793831,0.5329861349855746,0.5368243094535396,0.5356464353564644,-0.20325341279191494,-0.3984672668457068,-0.0634838290445653,0.39479928636113737,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.14201598708053723,0.5971140590858947,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,4,入睡困难,Spearman秩相关,24,24,24,0,0,3,17,0.5647163833638759,0.15563329056088585,0.8099352646333449,0.004040568176074204,0.003999600039996,0.5398289139309959,0.0955064646454953,0.8092282704978253,0.006474088125440729,0.0072992700729927005,-0.024887469432880005,-0.09665405402987634,0.005534331452049724,0.9559292590651762,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.011100930723254205,0.025453864869923265,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,5,睡眠不深,Spearman秩相关,24,24,24,0,0,3,17,0.30424039051750323,-0.12665338304281737,0.6406691661568136,0.1483381537268022,0.144985501449855,0.14862683406816168,-0.2824279672268005,0.5285600027443127,0.48823744015328985,0.48475152484751527,-0.15561355644934155,-0.31668796516044023,-0.02583070801639625,0.4885177599705028,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.1777624039397862,0.563471857942411,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,6,早醒,Spearman秩相关,24,24,24,0,0,3,17,0.14117909584096897,-0.3230494779008865,0.5420858284497616,0.5105254121481995,0.49975002499750026,0.13112707492790693,-0.29760813872635766,0.5234608147112519,0.5413702939794026,0.5349465053494651,-0.010052020913062037,-0.1329693988434523,0.09934921367186997,0.9287995092107324,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.530984401559844,0.5971140590858947,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,7,工作和活动,Spearman秩相关,24,24,24,0,0,5,17,0.7609941259403393,0.5398654614980022,0.9072443622239299,1.57724758136126e-05,9.999000099990002e-05,0.5746190523108079,0.1924062130114675,0.8346241630669061,0.003315317113380798,0.0038996100389961006,-0.18637507362953143,-0.4274309987367303,-0.030841466214658112,0.7550899970492769,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.017678232176782323,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,8,迟滞,Spearman秩相关,24,24,24,0,0,3,17,0.6100961518380791,0.3123380333838738,0.805202638317593,0.001547431717492298,0.0018998100189981002,0.5925676025875559,0.2653359071862909,0.7940396785489643,0.0022793989368355898,0.0037996200379962005,-0.017528549250523162,-0.17062167341577697,0.08475624759684831,0.9712692020795186,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.006624978527788247,0.017678232176782323,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,9,激越,Spearman秩相关,24,24,24,0,0,3,17,0.3350533757387908,-0.08681043472093578,0.7053354479201985,0.10949866806999399,0.1105889411058894,0.344190167235787,-0.0929763197153776,0.7195422176305044,0.0995719182120584,0.09609039096090391,0.0091367914969962,-0.05087278059950213,0.08024665015690045,1.0272696595784168,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.14201598708053723,0.16150483717060393,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,10,精神性焦虑,Spearman秩相关,24,24,24,0,0,4,17,0.7897420968299084,0.5565709825744759,0.9122611805585029,4.455825629044378e-06,9.999000099990002e-05,0.7561407353189659,0.45502602126538827,0.9143779933901881,1.919448810580952e-05,9.999000099990002e-05,-0.03360136151094251,-0.15049113355742,0.03829527007382996,0.9574527410330268,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0008499150084991501,0.006799320067993201,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,11,躯体性焦虑,Spearman秩相关,24,24,24,0,0,4,17,0.6121166533444734,0.27394268415771017,0.8383793982112177,0.001477728918276005,0.0020997900209979003,0.48920744430388025,0.07551070899319645,0.7883998783170676,0.015261953498291472,0.0164983501649835,-0.12290920904059316,-0.29464747364399657,-0.002091542565305326,0.7992062323920714,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.006965157142822304,0.04079592040795921,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,12,胃肠道症状,Spearman秩相关,24,24,24,0,0,3,17,0.4250116153791958,0.04323391115655856,0.7196553317385502,0.03842395933748654,0.0433956604339566,0.2578723037723615,-0.15398402466533856,0.6482239656513406,0.2237649370604399,0.22367763223677634,-0.16713931160683432,-0.37134908650700577,-0.03190171680438394,0.6067417793800471,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.06631246987660784,0.30388248303882487,FDR不显著,FDR不显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,13,全身症状,Spearman秩相关,24,24,24,0,0,3,17,0.6593057102978374,0.3176266148774127,0.8515393058664548,0.0004578967696717849,0.0006999300069993001,0.5440611940497407,0.17471406193470918,0.8112775542140735,0.005990231594592043,0.006899310068993101,-0.11524451624809662,-0.3101945934343447,-0.0029349526838762926,0.8252032184037423,exploratory_only,探索性,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.0031730160317301605,0.025359626199542205,FDR显著,FDR显著,not_estimable
HAMD-17,PDCH共同24人验证,GLM-5.2,思考,8,C08：全文｜规整｜逐条评分｜清洗,全文,规整,清洗,14,性症状,Spearman秩相关,24,19,19,5,5,3,17,0.6073542836083838,0.19059297767592723,0.8207929809260898,0.005815761179319015,0.0081991800819918,0.5465139370736364,0.06280166479865001,0.8044659756973053,0.015472091222973756,0.015898410158984102,-0.06084034653474746,-0.20898529571643557,0.0,0.8998272537516558,not_estimable,不可估计,金标准总分－对应金标准条目分；HAMD14金标准9视为无法评估且总分已不含该项,0.01991229448483723,0.040292267069589334,FDR显著,FDR显著,not_estimable
