repeat,fold,heldout_subject_n,selected_MAE,C03_MAE,delta_MAE,delta_item_NAE,delta_cancellation_ratio,scale,analysis_layer,model,improved
0,1,38,2.5526315789473686,2.6315789473684212,-0.07894736842105263,0.012061403508771926,0.08241057188425609,PHQ-8,PHQ8_complete,GLM-5.2,True
0,2,38,3.289473684210526,3.6315789473684212,-0.34210526315789475,0.005482456140350877,0.08836675020885547,PHQ-8,PHQ8_complete,GLM-5.2,True
0,3,38,4.2368421052631575,4.026315789473684,0.21052631578947367,-0.002192982456140349,-0.08151629072681704,PHQ-8,PHQ8_complete,GLM-5.2,False
0,4,37,2.4594594594594597,2.5945945945945947,-0.13513513513513514,-0.00563063063063063,0.011604461604461604,PHQ-8,PHQ8_complete,GLM-5.2,True
1,0,38,3.1842105263157894,2.8947368421052633,0.2894736842105263,0.023026315789473683,0.012092731829573936,PHQ-8,PHQ8_complete,GLM-5.2,False
1,1,38,3.6578947368421053,3.4210526315789473,0.23684210526315788,0.00767543859649123,-0.031100478468899517,PHQ-8,PHQ8_complete,GLM-5.2,False
1,2,38,2.973684210526316,3.1052631578947367,-0.13157894736842105,0.0010964912280701747,0.02740183792815372,PHQ-8,PHQ8_complete,GLM-5.2,True
1,3,38,2.763157894736842,3.1052631578947367,-0.34210526315789475,0.01206140350877193,0.1067692541376752,PHQ-8,PHQ8_complete,GLM-5.2,True
1,4,37,3.72972972972973,3.7567567567567566,-0.02702702702702703,-0.001126126126126125,0.03204633204633205,PHQ-8,PHQ8_complete,GLM-5.2,True
2,0,38,3.710526315789474,3.6578947368421053,0.05263157894736842,0.006578947368421054,0.006994759626338577,PHQ-8,PHQ8_complete,GLM-5.2,False
2,1,38,3.473684210526316,3.5,-0.02631578947368421,0.009868421052631578,0.05982745324850589,PHQ-8,PHQ8_complete,GLM-5.2,True
2,2,38,2.736842105263158,2.6578947368421053,0.07894736842105263,0.012061403508771931,-0.00033227006911216924,PHQ-8,PHQ8_complete,GLM-5.2,False
2,3,38,2.8421052631578947,2.8684210526315788,-0.02631578947368421,-0.001096491228070173,0.010860484544695072,PHQ-8,PHQ8_complete,GLM-5.2,True
2,4,37,3.6216216216216215,3.5945945945945947,0.02702702702702703,0.0033783783783783747,-0.008451308451308454,PHQ-8,PHQ8_complete,GLM-5.2,False
3,0,38,3.4210526315789473,3.289473684210526,0.13157894736842105,0.007675438596491227,0.03582251082251082,PHQ-8,PHQ8_complete,GLM-5.2,False
3,1,38,2.9473684210526314,2.8947368421052633,0.05263157894736842,-7.304098846218135e-19,-0.015413533834586464,PHQ-8,PHQ8_complete,GLM-5.2,False
3,2,38,3.0789473684210527,3.1052631578947367,-0.02631578947368421,0.0032894736842105257,0.018421052631578946,PHQ-8,PHQ8_complete,GLM-5.2,True
3,3,38,3.4210526315789473,3.4473684210526314,-0.02631578947368421,0.005482456140350878,0.009170653907496013,PHQ-8,PHQ8_complete,GLM-5.2,True
3,4,37,3.5135135135135136,3.5405405405405403,-0.02702702702702703,0.003378378378378381,0.0027378027378027357,PHQ-8,PHQ8_complete,GLM-5.2,True
4,0,38,3.1842105263157894,3.3157894736842106,-0.13157894736842105,0.0032894736842105227,0.02819738740791373,PHQ-8,PHQ8_complete,GLM-5.2,True
4,1,38,2.8157894736842106,2.6578947368421053,0.15789473684210525,0.019736842105263157,0.06587301587301587,PHQ-8,PHQ8_complete,GLM-5.2,False
4,2,38,3.473684210526316,3.3421052631578947,0.13157894736842105,-0.0010964912280701734,-0.026294903926482874,PHQ-8,PHQ8_complete,GLM-5.2,False
4,3,38,3.6578947368421053,3.5789473684210527,0.07894736842105263,0.009868421052631577,0.004824561403508772,PHQ-8,PHQ8_complete,GLM-5.2,False
4,4,37,3.4054054054054053,3.3783783783783785,0.02702702702702703,0.00337837837837838,0.0007078507078507084,PHQ-8,PHQ8_complete,GLM-5.2,False
5,0,38,2.5,2.526315789473684,-0.02631578947368421,0.01425438596491228,0.08179349889876206,PHQ-8,PHQ8_complete,GLM-5.2,True
5,1,38,3.1315789473684212,3.026315789473684,0.10526315789473684,0.01754385964912281,0.0464703425229741,PHQ-8,PHQ8_complete,GLM-5.2,False
5,2,38,3.3947368421052633,3.3421052631578947,0.05263157894736842,0.006578947368421051,0.027384749753170817,PHQ-8,PHQ8_complete,GLM-5.2,False
5,3,38,3.5,3.736842105263158,-0.23684210526315788,0.0010964912280701734,0.04520771626034783,PHQ-8,PHQ8_complete,GLM-5.2,True
5,4,37,3.6216216216216215,3.6486486486486487,-0.02702702702702703,-0.007882882882882879,-0.002809952809952806,PHQ-8,PHQ8_complete,GLM-5.2,True
6,0,38,3.3157894736842106,3.1052631578947367,0.21052631578947367,0.004385964912280702,-0.030109364319890634,PHQ-8,PHQ8_complete,GLM-5.2,False
6,1,38,3.026315789473684,3.1315789473684212,-0.10526315789473684,0.008771929824561405,0.019246981089086356,PHQ-8,PHQ8_complete,GLM-5.2,True
6,2,38,3.5526315789473686,3.5,0.05263157894736842,0.004385964912280699,0.023809523809523808,PHQ-8,PHQ8_complete,GLM-5.2,False
6,3,38,3.736842105263158,3.736842105263158,0.0,0.002192982456140354,0.014830637199058253,PHQ-8,PHQ8_complete,GLM-5.2,False
6,4,37,2.7567567567567566,2.7837837837837838,-0.02702702702702703,0.016891891891891886,0.07644787644787646,PHQ-8,PHQ8_complete,GLM-5.2,True
7,0,38,2.9473684210526314,2.8421052631578947,0.10526315789473684,-0.006578947368421054,-0.00018796992481203526,PHQ-8,PHQ8_complete,GLM-5.2,False
7,1,38,3.263157894736842,3.4473684210526314,-0.18421052631578946,0.014254385964912276,0.07725374041163514,PHQ-8,PHQ8_complete,GLM-5.2,True
7,2,38,3.3947368421052633,3.3157894736842106,0.07894736842105263,0.020833333333333332,0.0729403637298374,PHQ-8,PHQ8_complete,GLM-5.2,False
7,3,38,2.973684210526316,2.8157894736842106,0.15789473684210525,0.015350877192982457,0.026963241436925644,PHQ-8,PHQ8_complete,GLM-5.2,False
7,4,37,3.7567567567567566,3.864864864864865,-0.10810810810810811,-0.0022522522522522475,0.014560664560664554,PHQ-8,PHQ8_complete,GLM-5.2,True
8,0,38,3.5526315789473686,3.6578947368421053,-0.10526315789473684,0.002192982456140353,0.030722639933166252,PHQ-8,PHQ8_complete,GLM-5.2,True
8,1,38,3.236842105263158,3.1578947368421053,0.07894736842105263,0.0032894736842105257,-0.006892230576441105,PHQ-8,PHQ8_complete,GLM-5.2,False
8,2,38,2.6842105263157894,2.4210526315789473,0.2631578947368421,0.006578947368421052,-0.024814659025185343,PHQ-8,PHQ8_complete,GLM-5.2,False
8,3,38,3.0789473684210527,3.3684210526315788,-0.2894736842105263,0.009868421052631578,0.09815637578795473,PHQ-8,PHQ8_complete,GLM-5.2,True
8,4,37,3.4594594594594597,3.675675675675676,-0.21621621621621623,-1.3127637115500163e-18,0.07168012168012168,PHQ-8,PHQ8_complete,GLM-5.2,True
9,0,38,3.026315789473684,2.973684210526316,0.05263157894736842,0.008771929824561405,6.265664160400688e-05,PHQ-8,PHQ8_complete,GLM-5.2,False
9,1,38,4.2105263157894735,4.2105263157894735,0.0,-9.130123557772668e-19,0.014473684210526317,PHQ-8,PHQ8_complete,GLM-5.2,False
9,2,38,2.8421052631578947,3.1842105263157894,-0.34210526315789475,0.009868421052631578,0.12841953368269157,PHQ-8,PHQ8_complete,GLM-5.2,True
9,3,38,2.710526315789474,2.736842105263158,-0.02631578947368421,0.0010964912280701747,0.006516290726817044,PHQ-8,PHQ8_complete,GLM-5.2,True
9,4,37,3.2972972972972974,3.1621621621621623,0.13513513513513514,0.016891891891891893,0.019240669240669243,PHQ-8,PHQ8_complete,GLM-5.2,False
0,0,38,3.789473684210526,4.7368421052631575,-0.9473684210526315,0.019736842105263157,0.16581167370641056,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
0,1,38,2.6842105263157894,3.4210526315789473,-0.7368421052631579,0.017543859649122806,0.17655998971788445,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
0,2,38,4.026315789473684,4.605263157894737,-0.5789473684210527,-0.006578947368421051,0.050337966127439814,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
0,3,38,4.657894736842105,4.973684210526316,-0.3157894736842105,1.460819769243627e-18,0.041123642439431916,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
0,4,37,2.891891891891892,3.2972972972972974,-0.40540540540540543,0.012387387387387386,0.03857673857673858,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
1,0,38,3.6842105263157894,4.157894736842105,-0.47368421052631576,0.013157894736842105,0.08015931436984068,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
1,1,38,3.6842105263157894,3.9473684210526314,-0.2631578947368421,0.021929824561403508,0.08773252890899949,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
1,2,38,3.473684210526316,4.2894736842105265,-0.8157894736842105,-0.003289473684210524,0.09935254803675857,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
1,3,38,3.1315789473684212,4.026315789473684,-0.8947368421052632,-0.015350877192982457,0.09900129110655427,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
1,4,37,3.7027027027027026,4.648648648648648,-0.9459459459459459,0.003378378378378381,0.14623844623844623,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
2,0,38,3.6315789473684212,4.7368421052631575,-1.105263157894737,7.304098846218135e-19,0.12839601918549287,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
2,1,38,3.9210526315789473,4.473684210526316,-0.5526315789473685,-0.0010964912280701747,0.02740242213926425,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
2,2,38,3.1578947368421053,3.473684210526316,-0.3157894736842105,0.008771929824561405,0.04774479906058854,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
2,3,38,2.973684210526316,3.3421052631578947,-0.3684210526315789,0.010964912280701756,0.12117794486215538,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
2,4,37,4.135135135135135,5.054054054054054,-0.918918918918919,-0.006756756756756752,0.15062595062595063,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
3,0,38,3.6578947368421053,4.2105263157894735,-0.5526315789473685,-0.012061403508771926,0.008920027341079972,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
3,1,38,3.1052631578947367,3.789473684210526,-0.6842105263157895,-0.0043859649122806954,0.064515455304929,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
3,2,38,3.4210526315789473,3.8157894736842106,-0.39473684210526316,0.016447368421052638,0.13237259816207184,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
3,3,38,4.078947368421052,4.921052631578948,-0.8421052631578947,-0.010964912280701754,0.10453347821768873,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
3,4,37,3.7027027027027026,4.324324324324325,-0.6216216216216216,0.012387387387387387,0.1273154773154773,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
4,0,38,3.8157894736842106,4.447368421052632,-0.631578947368421,7.304098846218135e-19,0.049039264828738514,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
4,1,38,3.1315789473684212,3.8684210526315788,-0.7368421052631579,-5.112869192352694e-18,0.08102526128841918,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
4,2,38,3.710526315789474,4.578947368421052,-0.868421052631579,0.005482456140350881,0.1458001063264221,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
4,3,38,3.8947368421052633,4.2368421052631575,-0.34210526315789475,0.003289473684210529,0.03292496976707503,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
4,4,37,3.5135135135135136,3.918918918918919,-0.40540540540540543,0.003378378378378379,0.10510510510510511,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
5,0,38,2.973684210526316,3.973684210526316,-1.0,-0.006578947368421048,0.1259797220323536,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
5,1,38,2.973684210526316,3.6578947368421053,-0.6842105263157895,0.013157894736842103,0.18764904685957318,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
5,2,38,3.789473684210526,4.315789473684211,-0.5263157894736842,0.004385964912280705,0.08711683053788316,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
5,3,38,4.184210526315789,5.052631578947368,-0.868421052631579,-0.00767543859649123,0.06365082286134917,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
5,4,37,3.7027027027027026,4.054054054054054,-0.35135135135135137,0.007882882882882886,0.04251394251394251,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
6,0,38,3.763157894736842,3.6842105263157894,0.07894736842105263,0.012061403508771933,-0.020550063971116604,PHQ-8,PHQ8_complete,Qwen3.7-Max,False
6,1,38,3.736842105263158,4.2368421052631575,-0.5,0.018640350877192985,0.10975676370413211,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
6,2,38,3.8684210526315788,4.7631578947368425,-0.8947368421052632,-0.004385964912280701,0.09974937343358396,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
6,3,38,3.736842105263158,4.552631578947368,-0.8157894736842105,-0.0010964912280701752,0.15272841193893824,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
6,4,37,3.2162162162162162,3.810810810810811,-0.5945945945945946,-0.020270270270270268,0.016025116025116023,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
7,0,38,3.526315789473684,3.763157894736842,-0.23684210526315788,0.009868421052631577,0.051921908500855866,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
7,1,38,3.4210526315789473,4.0,-0.5789473684210527,0.010964912280701756,0.11335521203942257,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
7,2,38,3.763157894736842,4.552631578947368,-0.7894736842105263,-0.013157894736842101,0.06719201850780798,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
7,3,38,3.026315789473684,3.9473684210526314,-0.9210526315789473,0.00767543859649123,0.17683792815371763,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
7,4,37,4.0,4.8108108108108105,-0.8108108108108109,-0.006756756756756756,0.07992412992412992,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
8,0,38,4.2894736842105265,4.7894736842105265,-0.5,-0.0010964912280701767,0.05655806182121972,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
8,1,38,3.3421052631578947,3.8684210526315788,-0.5263157894736842,0.006578947368421056,0.10831244778613199,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
8,2,38,3.0,3.1315789473684212,-0.13157894736842105,0.012061403508771933,0.034358623832308054,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
8,3,38,3.4210526315789473,4.315789473684211,-0.8947368421052632,-0.002192982456140347,0.1289149447044184,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
8,4,37,3.864864864864865,4.972972972972973,-1.1081081081081081,0.0011261261261261274,0.16271131271131273,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
9,0,38,3.289473684210526,3.973684210526316,-0.6842105263157895,0.01096491228070175,0.0892876129718235,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
9,1,38,4.5,4.657894736842105,-0.15789473684210525,0.008771929824561403,0.0191247349142086,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
9,2,38,3.526315789473684,4.184210526315789,-0.6578947368421053,0.012061403508771933,0.134447862079441,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
9,3,38,3.0789473684210527,3.8947368421052633,-0.8157894736842105,-0.005482456140350874,0.09552859421280474,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
9,4,37,3.945945945945946,4.351351351351352,-0.40540540540540543,0.0033783783783783807,0.04361314361314361,PHQ-8,PHQ8_complete,Qwen3.7-Max,True
