scale,analysis_layer,target_method,reference_method,metric,n,delta_target_minus_reference,ci_low,ci_high,p,q,direction
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_GLM-5.2,item_NAE_subject,99,0.0039141414141414,-0.0041043244949494,0.012137389520202,0.3578642135786421,0.5367963203679632,target higher
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_GLM-5.2,cancellation_ratio_subject,99,0.0159821673012403,-0.0378315249565249,0.0697097798262013,0.5640435956404359,0.5640435956404359,target higher
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Kimi-K2.6,total_MAE_subject,99,-0.6848484848484848,-1.1555555555555554,-0.2060101010101013,0.0047995200479952,0.0143985601439856,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Kimi-K2.6,item_NAE_subject,99,0.0021780303030303,-0.0059035669191919,0.0109059343434343,0.6246375362463754,0.6246375362463754,target higher
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Kimi-K2.6,cancellation_ratio_subject,99,0.1142240488764553,0.0509512761492485,0.177120962976912,0.0010998900109989,0.0032996700329967,target higher
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Qwen3.7-Max,total_MAE_subject,99,-0.1696969696969697,-0.5325252525252525,0.1930050505050501,0.3564643535646435,0.5346965303469653,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Qwen3.7-Max,item_NAE_subject,99,0.008175505050505,0.0008353061868686,0.0157678345959595,0.032996700329967,0.098990100989901,target higher
HAMD-17,HAMD16_core,CrossAI_Joint-B,C03_Qwen3.7-Max,cancellation_ratio_subject,99,0.0471939607233724,-0.0141136918348371,0.1061166113298466,0.1373862613738626,0.2060793920607939,target higher
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_GLM-5.2,total_MAE_subject,99,-0.1424242424242424,-0.5292929292929294,0.2334848484848476,0.4644535546445355,0.4644535546445356,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_GLM-5.2,item_NAE_subject,99,-0.0003945707070707,-0.0074818497474747,0.0068497474747474,0.9224077592240776,0.9224077592240776,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_GLM-5.2,cancellation_ratio_subject,99,0.0050708338788834,-0.04527106170872,0.0563771224584035,0.8476152384761524,0.8476152384761524,target higher
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Kimi-K2.6,total_MAE_subject,99,-0.7282828282828282,-1.155580808080808,-0.2969191919191921,0.0018998100189981,0.0056994300569943,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Kimi-K2.6,item_NAE_subject,99,-0.0021306818181818,-0.0095490056818181,0.0052556818181818,0.5786421357864213,0.867963203679632,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Kimi-K2.6,cancellation_ratio_subject,99,0.1033127154540983,0.0455936682582826,0.1599550392600279,0.0002999700029997,0.0008999100089991,target higher
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Qwen3.7-Max,total_MAE_subject,99,-0.2131313131313131,-0.5101010101010103,0.0809343434343427,0.1798820117988201,0.2698230176982302,target lower (favorable for error)
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Qwen3.7-Max,item_NAE_subject,99,0.0038667929292929,-0.001942471590909,0.0097857481060606,0.2251774822517748,0.6755324467553245,target higher
HAMD-17,HAMD16_core,CrossAI_Conservative-C,C03_Qwen3.7-Max,cancellation_ratio_subject,99,0.0362826273010155,-0.01100761735181,0.0845121048633221,0.144985501449855,0.2174782521747825,target higher
